,RT_war_P0,prop_war_RTs_P0,frequency_days_P0,nb_mentors_proukraine_P0,nb_mentors_prorussia_P0,Betweenness_centrality_P0,Closeness_centrality_P0,PageRank_P0,RT_war_P1,prop_war_RTs_P1,frequency_days_P1,nb_mentors_proukraine_P1,nb_mentors_prorussia_P1,Betweenness_centrality_P1,Closeness_centrality_P1,PageRank_P1,RT_war_P2,prop_war_RTs_P2,frequency_days_P2,nb_mentors_proukraine_P2,nb_mentors_prorussia_P2,Betweenness_centrality_P2,Closeness_centrality_P2,PageRank_P2,RT_war_P3,prop_war_RTs_P3,frequency_days_P3,nb_mentors_proukraine_P3,nb_mentors_prorussia_P3,Betweenness_centrality_P3,Closeness_centrality_P3,PageRank_P3,RT_war_P4,prop_war_RTs_P4,frequency_days_P4,nb_mentors_proukraine_P4,nb_mentors_prorussia_P4,Betweenness_centrality_P4,Closeness_centrality_P4,PageRank_P4,RT_war_P5,prop_war_RTs_P5,frequency_days_P5,nb_mentors_proukraine_P5,nb_mentors_prorussia_P5,Betweenness_centrality_P5,Closeness_centrality_P5,PageRank_P5,RT_war_P6,prop_war_RTs_P6,frequency_days_P6,nb_mentors_proukraine_P6,nb_mentors_prorussia_P6,Betweenness_centrality_P6,Closeness_centrality_P6,PageRank_P6,RT_war_P7,prop_war_RTs_P7,frequency_days_P7,nb_mentors_proukraine_P7,nb_mentors_prorussia_P7,Betweenness_centrality_P7,Closeness_centrality_P7,PageRank_P7,RT_war_P8,prop_war_RTs_P8,frequency_days_P8,nb_mentors_proukraine_P8,nb_mentors_prorussia_P8,Betweenness_centrality_P8,Closeness_centrality_P8,PageRank_P8,RT_war_P9,prop_war_RTs_P9,frequency_days_P9,nb_mentors_proukraine_P9,nb_mentors_prorussia_P9,Betweenness_centrality_P9,Closeness_centrality_P9,PageRank_P9,RT_war_P10,prop_war_RTs_P10,frequency_days_P10,nb_mentors_proukraine_P10,nb_mentors_prorussia_P10,Betweenness_centrality_P10,Closeness_centrality_P10,PageRank_P10,RT_war_P11,prop_war_RTs_P11,frequency_days_P11,nb_mentors_proukraine_P11,nb_mentors_prorussia_P11,Betweenness_centrality_P11,Closeness_centrality_P11,PageRank_P11,RT_war_P12,prop_war_RTs_P12,frequency_days_P12,nb_mentors_proukraine_P12,nb_mentors_prorussia_P12,Betweenness_centrality_P12,Closeness_centrality_P12,PageRank_P12,RT_war_P13,prop_war_RTs_P13,frequency_days_P13,nb_mentors_proukraine_P13,nb_mentors_prorussia_P13,Betweenness_centrality_P13,Closeness_centrality_P13,PageRank_P13,RT_war_P14,prop_war_RTs_P14,frequency_days_P14,nb_mentors_proukraine_P14,nb_mentors_prorussia_P14,Betweenness_centrality_P14,Closeness_centrality_P14,PageRank_P14
S163U,44.0,0.1447368421052631,0.6896551724137931,0.0,1.0,0.0,0.3085483055134042,0.0029701825555437,72.0,0.2162162162162162,0.8275862068965517,0.0,1.0,0.0,0.3297550835136931,0.0027313098029684,73.0,0.25,0.8275862068965517,0.0,1.0,0.0,0.3189500179791442,0.001627629939701,70.0,0.2651515151515151,0.896551724137931,0.0,1.0,0.0,0.3193277310924369,0.0010189406360773,97.0,0.2975460122699386,0.8620689655172413,0.0,1.0,0.0,0.3225700164744646,0.0010797804822161,93.0,0.2844036697247706,0.8620689655172413,0.0,1.0,0.0,0.3242276422764227,0.0010767956940698,74.0,0.2605633802816901,0.8275862068965517,0.0,1.0,0.0,0.3210391276459269,0.0011175924844082,135.0,0.3698630136986301,0.7241379310344828,0.0,1.0,0.0,0.325316867078323,0.001656307823491,190.0,0.4761904761904761,0.8275862068965517,0.0,1.0,0.0,0.3270935960591133,0.0017522949810541,159.0,0.3955223880597014,1.0,0.0,1.0,0.0,0.3285666777519122,0.0018006567585123,142.0,0.3585858585858585,0.9655172413793104,0.0,1.0,0.0,0.3271090363454484,0.0019002868863655,160.0,0.4123711340206185,0.9655172413793104,0.0,1.0,0.0,0.3252850435949027,0.0018525915256219,139.0,0.4602649006622517,0.896551724137931,0.0,1.0,0.0,0.3255892255892256,0.0014876136926757,169.0,0.5248447204968945,0.8620689655172413,0.0,1.0,0.0,0.3261921216309606,0.0016534337445778,106.0,0.5120772946859904,0.5172413793103449,0.0,1.0,0.0,0.3324646314221891,0.0018580178749731
S664U,3.0,0.0062370062370062,0.0689655172413793,1.0,0.0,0.0,0.2807179015186378,0.0009556029506244,6.0,0.0145278450363196,0.1724137931034483,2.0,0.0,0.0,0.2985224667242355,0.0012852467913234,19.0,0.0368932038834951,0.3793103448275862,4.0,0.0,0.0005756412063879,0.3338351524275498,0.0011537418532325,42.0,0.0563002680965147,0.6896551724137931,6.0,0.0,0.0019294808785713,0.3398926654740608,0.0009086523544495,44.0,0.0561224489795918,0.7931034482758621,5.0,0.0,0.0,0.3340156943022859,0.0007914464636733,26.0,0.040625,0.5517241379310345,6.0,0.0,0.0,0.350439367311072,0.0006062913148233,23.0,0.0314637482900136,0.4827586206896552,5.0,0.0,0.0,0.3537102473498233,0.000593295031231,19.0,0.0253333333333333,0.4827586206896552,5.0,0.0,0.0,0.3530864197530864,0.0006281709990367,13.0,0.0207667731629392,0.3793103448275862,3.0,0.0,0.0,0.3216015498869874,0.0006141885814197,13.0,0.0205047318611987,0.3448275862068966,3.0,0.0,0.0,0.324679592507394,0.000653849154443,12.0,0.0168776371308016,0.2758620689655172,4.0,0.0,0.0005985981834856,0.3217448343719252,0.0006581744906917,8.0,0.0077594568380213,0.1724137931034483,3.0,0.0,0.0,0.3112965340179717,0.0005845544976912,7.0,0.0052870090634441,0.1724137931034483,4.0,0.0,0.0022484912978929,0.3264686022957461,0.0005109177933626,3.0,0.0026857654431512,0.0689655172413793,2.0,0.0,0.0,0.3202170963364993,0.0003076186044936,0.0,0.0,0.0,0.0,0.0,,,
S445U,3.0,0.0006323777403035,0.1034482758620689,0.0,1.0,0.0,0.2662592754255783,0.0006013645907657,0.0,0.0,0.0,0.0,0.0,,,,12.0,0.0027868091035764,0.2758620689655172,0.0,3.0,0.0,0.3155460690145855,0.0004972005458794,30.0,0.0060350030175015,0.5517241379310345,0.0,3.0,0.0,0.3204047217537942,0.0006040246853865,37.0,0.0071956437183975,0.6206896551724138,0.0,2.0,0.0,0.3229957109864731,0.0005823043157856,37.0,0.0062658763759525,0.6206896551724138,0.0,3.0,0.0,0.3250733615911313,0.0005709738582963,24.0,0.0039094315035021,0.4827586206896552,0.0,3.0,0.0,0.3224871134020619,0.0005095955517577,10.0,0.0015745551881593,0.2758620689655172,0.0,2.0,0.0,0.3192982456140351,0.0002946061123562,12.0,0.0021023125437981,0.2758620689655172,0.0,2.0,0.0,0.3220174587778855,0.0002808874746026,10.0,0.0020048115477145,0.2413793103448276,0.0,2.0,0.0,0.3217193096711169,0.0002859455827385,9.0,0.0015017520440513,0.3103448275862069,0.0,2.0,0.0,0.3163495646565624,0.0003032563995445,10.0,0.0015434480629726,0.3448275862068966,0.0,3.0,0.0,0.3351762266758811,0.0002921382648651,13.0,0.0021273114056619,0.3103448275862069,0.0,3.0,0.0,0.3348337950138504,0.0003023925376672,16.0,0.0026160889470241,0.3103448275862069,0.0,4.0,0.0213449674503256,0.3359430604982206,0.0003384305083538,10.0,0.0028785261945883,0.2068965517241379,0.0,4.0,0.0047230107701163,0.3405797101449275,0.0003744212287372
S415U,8.0,0.0026899798251513,0.1724137931034483,0.0,2.0,0.0,0.3129810159055926,0.0007926280375834,15.0,0.003700962250185,0.3793103448275862,0.0,4.0,0.0002454247809897,0.3496808488374526,0.000825974755613,16.0,0.0039731810280605,0.4482758620689655,0.0,3.0,0.0,0.3379047619047619,0.000533712760558,18.0,0.0058823529411764,0.4482758620689655,0.0,2.0,0.0,0.3339191564147627,0.0004089840461055,39.0,0.0121836925960637,0.7241379310344828,0.0,3.0,0.0,0.3349298665754362,0.0005643971841582,47.0,0.0134285714285714,0.8275862068965517,0.0,3.0,0.0,0.3337797120857047,0.0006433808162342,33.0,0.0108055009823182,0.6551724137931034,0.0,2.0,0.0,0.3334443704197202,0.0006046193162563,20.0,0.0086580086580086,0.4827586206896552,0.0,2.0,0.0,0.3320066334991708,0.0004055115340983,23.0,0.0121372031662269,0.5172413793103449,0.0,3.0,0.0,0.332776478449716,0.000369534940092,23.0,0.0121500264131008,0.4827586206896552,0.0,3.0,0.0,0.3348017621145374,0.0004108821291654,23.0,0.010172490048651,0.5172413793103449,0.0,2.0,0.0,0.3337870023817625,0.0004542909481386,20.0,0.0086430423509075,0.5517241379310345,0.0,2.0,0.0,0.333792154163799,0.0003807949429388,27.0,0.0116429495472186,0.5862068965517241,0.0,2.0,0.0,0.3336783988957902,0.0004302529068763,30.0,0.0117878192534381,0.5862068965517241,0.0,4.0,0.0011818925952989,0.3354655294953802,0.0004441930433974,17.0,0.0120910384068278,0.3103448275862069,0.0,4.0,0.0003455954663423,0.3408396946564885,0.0004623405528587
S962U,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.000181752090149,0.0344827586206896,1.0,0.0,0.0,0.2875786695734488,0.000391637520664,11.0,0.0020727341247409,0.1724137931034483,3.0,0.0,0.0,0.3210278682591386,0.0007424782806627,26.0,0.0047917434574272,0.4482758620689655,6.0,0.0,0.0007820352833681,0.3443276549474447,0.0006272309525226,22.0,0.004499897729597,0.4482758620689655,5.0,0.0,0.0004086675067708,0.3407587887225896,0.0004717351861409,14.0,0.0027434842249657,0.3103448275862069,4.0,0.0,0.0,0.3470240167072746,0.0003931075303876,20.0,0.0033840947546531,0.4482758620689655,4.0,0.0,0.0,0.3514747191011236,0.0005337465308954,12.0,0.0020481310803891,0.3103448275862069,4.0,0.0,0.0004882499779352,0.3518453427065026,0.000451648486615,4.0,0.0007055918151349,0.1379310344827586,3.0,0.0,0.0015824539328167,0.3296921549155908,0.000297629022346,2.0,0.0004148516905206,0.0689655172413793,1.0,0.0,0.0,0.2851370851370851,0.0002248574338602,1.0,0.0002018163471241,0.0344827586206896,1.0,0.0,0.0,0.2727272727272727,0.0002055302861883,5.0,0.0009914733293674,0.1379310344827586,3.0,0.0,0.0,0.3081321473951715,0.0004400928270523,5.0,0.0009460737937559,0.1379310344827586,3.0,0.0,0.0,0.3127425614489004,0.0004317375511656,4.0,0.0007406035919274,0.1379310344827586,2.0,0.0,0.0,0.3099146421536441,0.0003754324150985,5.0,0.0018747656542932,0.1724137931034483,2.0,0.0,0.0,0.3041553133514986,0.0006346962555015
S75U,9.0,0.0036130068245684,0.2068965517241379,0.0,3.0,0.0012892489778201,0.3335155822854018,0.0009215958815014,16.0,0.0071716718960107,0.3793103448275862,0.0,3.0,0.0,0.347957434106859,0.0008349409220354,24.0,0.0105726872246696,0.5172413793103449,0.0,3.0,0.0,0.3391969407265774,0.0006788057255774,43.0,0.0182745431364215,0.6551724137931034,0.0,3.0,0.0,0.3360452776795189,0.0006982016497533,51.0,0.0253984063745019,0.8275862068965517,0.0,3.0,0.0,0.3365417669302166,0.0006502934262756,46.0,0.0211883924458774,0.8275862068965517,0.0,3.0,0.0,0.336256323777403,0.0006244851008748,53.0,0.021431459765467,0.7931034482758621,0.0,3.0,0.0,0.3336666666666666,0.0008712744668059,62.0,0.024199843871975,0.8620689655172413,0.0,4.0,8.63106518524097e-05,0.3333333333333333,0.000896532568123,66.0,0.0273178807947019,0.896551724137931,0.0,4.0,0.0004933292931123,0.3336683417085427,0.0007419226626761,63.0,0.0270967741935483,0.8275862068965517,0.0,3.0,0.0,0.335256192738378,0.0008298470148941,57.0,0.0254010695187165,0.8620689655172413,0.0,2.0,0.0,0.3337870023817625,0.0008727153949558,54.0,0.0229007633587786,0.896551724137931,0.0,4.0,0.0,0.3356401384083045,0.0007554340429085,50.0,0.0230840258541089,0.896551724137931,0.0,4.0,0.0,0.3352981969486824,0.0006523666810123,55.0,0.0251486053955189,0.7931034482758621,0.0,3.0,0.0,0.3323943661971831,0.0006569269426622,36.0,0.031114952463267,0.4137931034482758,0.0,3.0,0.0007083960795272,0.3390280941533788,0.000751149108919
S314U,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0010570824524312,0.0344827586206896,0.0,1.0,0.0,0.3297550835136931,0.0002459751771743,12.0,0.0023469587326422,0.1724137931034483,0.0,5.0,0.0007087934561656,0.3418111753371869,0.0004709422903862,29.0,0.0033568700081027,0.5172413793103449,0.0,6.0,0.0007405866244501,0.3384396152475953,0.0005699355811605,23.0,0.0031102096010818,0.5172413793103449,0.0,4.0,0.0,0.3351591920575145,0.000402210705803,20.0,0.002820874471086,0.3793103448275862,0.0,3.0,0.0,0.3337797120857047,0.0003646403898992,16.0,0.0019716574245224,0.2758620689655172,0.0,4.0,0.0001653032363321,0.3365837256220578,0.000387890432648,17.0,0.0019066846119336,0.2413793103448276,0.0,4.0,0.0003452026914455,0.3360187982544478,0.000368419623235,38.0,0.0038539553752535,0.5172413793103449,1.0,3.0,0.0,0.3545745817016732,0.0005368262983111,34.0,0.0037093606807767,0.6206896551724138,1.0,3.0,0.0,0.3568075117370892,0.0005742783159826,31.0,0.0036738563640673,0.6551724137931034,1.0,3.0,0.0001647847468817,0.3634679510929974,0.0006197768434009,36.0,0.0043939948736726,0.6896551724137931,0.0,5.0,0.0,0.3358725761772853,0.000606845720701,35.0,0.0043092834277271,0.6551724137931034,0.0,5.0,0.0,0.335530881332408,0.000536952133411,26.0,0.0044195138534761,0.6206896551724138,0.0,5.0,0.0,0.3361823361823361,0.0004201749491026,10.0,0.0062972292191435,0.3103448275862069,0.0,3.0,0.0,0.3390280941533788,0.0003458089474292
S177U,9.0,0.0027906976744186,0.2413793103448276,0.0,3.0,0.0006776672621056,0.3232644409114997,0.0009106203669849,14.0,0.004905395935529,0.3448275862068966,0.0,4.0,0.0008507289044737,0.3462509238856385,0.00076980209211,14.0,0.0059726962457337,0.2758620689655172,0.0,3.0,0.0,0.3298624023800669,0.0004833208448134,16.0,0.006636250518457,0.3448275862068966,0.0,4.0,0.0,0.3355704697986577,0.0003783092539424,30.0,0.0113981762917933,0.5517241379310345,0.0,4.0,0.0,0.3347008547008547,0.0004771429844899,40.0,0.0150432493418578,0.7931034482758621,1.0,3.0,0.0012586007005779,0.4583908045977011,0.0005771298224217,32.0,0.0148837209302325,0.7241379310344828,1.0,3.0,0.0018114765371092,0.4625693160813309,0.0005977622611608,22.0,0.013639181649101,0.5172413793103449,1.0,3.0,0.0009323438399275,0.4585432890517636,0.000457710529398,21.0,0.0155902004454342,0.4482758620689655,0.0,3.0,0.0,0.3329989969909729,0.0003540515211878,14.0,0.0127620783956244,0.3103448275862069,0.0,2.0,0.0,0.3343485617597292,0.0003156553394239,22.0,0.0103383458646616,0.4482758620689655,0.0,3.0,0.0,0.3351554492654595,0.0004637057577847,41.0,0.0135358204027731,0.6551724137931034,0.0,4.0,0.0,0.3356401384083045,0.0006421200889945,50.0,0.0190985485103132,0.7241379310344828,0.0,4.0,0.0,0.3352981969486824,0.0006799632713942,62.0,0.0204552952820851,0.7586206896551724,0.0,4.0,0.0,0.3354655294953802,0.0007563244982499,38.0,0.0195071868583162,0.4482758620689655,0.0,4.0,0.0,0.3408396946564885,0.0008261016259483
S264U,38.0,0.0739299610894941,0.6551724137931034,0.0,1.0,0.0,0.3085483055134042,0.0025986348227426,55.0,0.0785714285714285,0.7586206896551724,0.0,1.0,0.0,0.3297550835136931,0.0021362296812994,58.0,0.0648769574944071,0.7586206896551724,0.0,1.0,0.0,0.3189500179791442,0.0013278947984444,76.0,0.0751730959446093,0.8275862068965517,0.0,2.0,0.0,0.3259005145797599,0.0010976075337601,98.0,0.1116173120728929,0.896551724137931,0.0,2.0,0.0,0.3281930942004693,0.0010936136666348,87.0,0.1348837209302325,0.8275862068965517,0.0,2.0,0.0,0.3331105913798864,0.0010179831918941,57.0,0.0808510638297872,0.7586206896551724,0.0,2.0,0.0,0.3334443704197202,0.000897979090762,84.0,0.0940649496080627,0.8275862068965517,0.0,2.0,0.0,0.3320066334991708,0.0010904060806614,127.0,0.1258671952428146,0.896551724137931,0.0,1.0,0.0,0.3270935960591133,0.0012211573573673,113.0,0.1435832274459974,0.8620689655172413,0.0,1.0,0.0,0.3285666777519122,0.0013235909301757,128.0,0.2003129890453834,0.8620689655172413,0.0,1.0,0.0,0.3271090363454484,0.0017279944670878,145.0,0.1875808538163001,0.896551724137931,0.0,2.0,0.0,0.3290366350067842,0.0016968841945822,120.0,0.1746724890829694,0.9310344827586208,0.0,2.0,0.0,0.3302595628415301,0.0013077077969333,134.0,0.2380106571936056,0.896551724137931,0.0,1.0,0.0,0.3261921216309606,0.0013438797475087,85.0,0.2750809061488673,0.5172413793103449,0.0,1.0,0.0,0.3324646314221891,0.0015231604651471
S37U,22.0,0.2268041237113402,0.4827586206896552,0.0,1.0,0.0,0.3085483055134042,0.0016078408686065,39.0,0.3333333333333333,0.6896551724137931,0.0,1.0,0.0,0.3297550835136931,0.0015761542726698,52.0,0.4444444444444444,0.6551724137931034,0.0,1.0,0.0,0.3189500179791442,0.0012080007419418,75.0,0.5514705882352942,0.7586206896551724,0.0,1.0,0.0,0.3193277310924369,0.0010804557738954,89.0,0.5329341317365269,0.9310344827586208,0.0,1.0,0.0,0.3225700164744646,0.0010033500279706,70.0,0.4729729729729729,0.6896551724137931,0.0,1.0,0.0,0.3242276422764227,0.0008476624990596,49.0,0.3712121212121212,0.5862068965517241,0.0,1.0,0.0,0.3210391276459269,0.0007906019825143,52.0,0.3611111111111111,0.7586206896551724,0.0,1.0,0.0,0.325316867078323,0.0007300233816454,63.0,0.45,0.7586206896551724,0.0,1.0,0.0,0.3270935960591133,0.0006815889777489,66.0,0.4615384615384615,0.6551724137931034,0.0,1.0,0.0,0.3285666777519122,0.0008361541055709,72.0,0.4417177914110429,0.7241379310344828,0.0,1.0,0.0,0.3271090363454484,0.0010388247899772,68.0,0.419753086419753,0.8275862068965517,0.0,1.0,0.0,0.3252850435949027,0.0008761773510155,55.0,0.4700854700854701,0.6551724137931034,0.0,1.0,0.0,0.3255892255892256,0.0006822682159912,44.0,0.5116279069767442,0.5517241379310345,0.0,1.0,0.0,0.3261921216309606,0.0005478837550455,29.0,0.5087719298245614,0.3103448275862069,0.0,1.0,0.0,0.3324646314221891,0.000630207372278
S8U,20.0,0.0692041522491349,0.3448275862068966,0.0,1.0,0.0,0.3085483055134042,0.0014839916243395,37.0,0.1128048780487804,0.3793103448275862,0.0,1.0,0.0,0.3297550835136931,0.0015061448465911,47.0,0.1095571095571095,0.4827586206896552,0.0,1.0,0.0,0.3189500179791442,0.0011080890281896,59.0,0.145679012345679,0.6206896551724138,0.0,2.0,0.0,0.3339191564147627,0.0008857359645445,78.0,0.2228571428571428,0.6551724137931034,0.0,3.0,0.0027888379084397,0.3344721557909122,0.0009017667139602,67.0,0.1777188328912466,0.6206896551724138,0.0,3.0,0.0037763230529884,0.3337797120857047,0.0008202125182267,66.0,0.0586666666666666,0.7931034482758621,0.0,2.0,0.0,0.3334443704197202,0.0010156956714438,142.0,0.0693020985846754,0.896551724137931,0.0,3.0,0.0,0.3333333333333333,0.001764472189999,184.0,0.1101796407185628,0.8275862068965517,0.0,3.0,0.0,0.3329989969909729,0.0017234964308753,137.0,0.1740787801778907,0.6896551724137931,0.0,1.0,0.0,0.3285666777519122,0.0015724948406122,108.0,0.1377551020408163,0.6206896551724138,0.0,2.0,0.0,0.3337870023817625,0.0014864848459566,70.0,0.1015965166908563,0.4482758620689655,0.0,3.0,0.0,0.3342522398345968,0.0009078824131884,56.0,0.0585774058577405,0.5172413793103449,0.0,4.0,0.0005825980541082,0.3346020761245675,0.0007000289089091,100.0,0.0722543352601156,0.7241379310344828,0.0,4.0,0.0,0.3354655294953802,0.0010567044020107,84.0,0.1005988023952095,0.4482758620689655,0.0,4.0,0.0,0.3408396946564885,0.0015316090825265
S493U,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,4.0,0.5714285714285714,0.1034482758620689,0.0,1.0,0.0,0.3189500179791442,0.0002488482899206,12.0,0.6,0.2413793103448276,0.0,1.0,0.0,0.3193277310924369,0.0003053650373879,8.0,0.5714285714285714,0.1379310344827586,0.0,1.0,0.0,0.3225700164744646,0.0002294916787352,3.0,0.375,0.0689655172413793,0.0,1.0,0.0,0.3242276422764227,0.000180187539682,3.0,0.375,0.0689655172413793,0.0,1.0,0.0,0.3210391276459269,0.0001889394590296,3.0,0.6,0.1034482758620689,0.0,1.0,0.0,0.325316867078323,0.000183180759351,8.0,0.5,0.2758620689655172,0.0,1.0,0.0,0.3270935960591133,0.0002178974015144,10.0,0.3125,0.3448275862068966,0.0,1.0,0.0,0.3285666777519122,0.0002553783145524,25.0,0.4629629629629629,0.3793103448275862,0.0,1.0,0.0,0.3271090363454484,0.0004604145252594,75.0,0.6302521008403361,0.5517241379310345,0.0,1.0,0.0,0.3252850435949027,0.0009504697338659,88.0,0.5534591194968553,0.6551724137931034,0.0,1.0,0.0,0.3255892255892256,0.0009986539389744,101.0,0.505,0.8275862068965517,0.0,1.0,0.0,0.3261921216309606,0.0010520145502722,52.0,0.490566037735849,0.4827586206896552,0.0,1.0,0.0,0.3324646314221891,0.0009969559639921
S188U,44.0,0.1964285714285714,0.6551724137931034,0.0,1.0,0.0,0.3085483055134042,0.0029701825555437,67.0,0.2712550607287449,0.8275862068965517,0.0,1.0,0.0,0.3297550835136931,0.0025562862377717,70.0,0.3083700440528634,0.8620689655172413,0.0,1.0,0.0,0.3189500179791442,0.0015676829114497,80.0,0.3448275862068966,0.9310344827586208,0.0,1.0,0.0,0.3193277310924369,0.0011419709117134,96.0,0.367816091954023,0.9310344827586208,0.0,1.0,0.0,0.3225700164744646,0.0010702266754354,85.0,0.3090909090909091,0.896551724137931,0.0,1.0,0.0,0.3242276422764227,0.0009970971914576,76.0,0.2934362934362934,0.8620689655172413,0.0,1.0,0.0,0.3210391276459269,0.0011437517245597,140.0,0.4081632653061224,0.8620689655172413,0.0,1.0,0.0,0.325316867078323,0.0017121080910721,192.0,0.493573264781491,0.9655172413793104,0.0,1.0,0.0,0.3270935960591133,0.0017691564929171,156.0,0.3842364532019704,0.9310344827586208,0.0,1.0,0.0,0.3285666777519122,0.0017695437697077,145.0,0.3460620525059666,0.896551724137931,0.0,1.0,0.0,0.3271090363454484,0.0019372066904964,166.0,0.4170854271356783,0.896551724137931,0.0,1.0,0.0,0.3252850435949027,0.0019162707109224,136.0,0.4705882352941176,0.896551724137931,0.0,1.0,0.0,0.3255892255892256,0.0014588513542227,164.0,0.5377049180327869,0.896551724137931,0.0,1.0,0.0,0.3261921216309606,0.0016092117449965,108.0,0.5373134328358209,0.5172413793103449,0.0,1.0,0.0,0.3324646314221891,0.0018899090568613
S672U,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0025,0.0344827586206896,1.0,0.0,0.0,0.2875786695734488,0.000391637520664,5.0,0.0121065375302663,0.1724137931034483,2.0,0.0,0.0,0.3196396396396396,0.0004288351326424,13.0,0.0283224400871459,0.4137931034482758,5.0,0.0,0.0010489476522026,0.3381986472054111,0.0003906170365578,22.0,0.0389380530973451,0.5862068965517241,5.0,0.0,0.0,0.3391063387599584,0.000471590692988,25.0,0.0385208012326656,0.5172413793103449,5.0,0.0,0.0,0.3506858951811467,0.0005828314365113,15.0,0.0261780104712041,0.3103448275862069,5.0,0.0,0.0003500937701462,0.3529619181946403,0.000441795981355,7.0,0.0152838427947598,0.1724137931034483,3.0,0.0,0.0,0.3508587451805117,0.0003301460226015,10.0,0.0227790432801822,0.2758620689655172,6.0,0.0,0.0062790604878027,0.3382003395585738,0.0005096829361972,9.0,0.022167487684729,0.2413793103448276,6.0,0.0,0.0075466864400263,0.3345750084659668,0.0004896348979282,2.0,0.005181347150259,0.0689655172413793,1.0,0.0,0.0,0.2646344753169679,0.0002310067887693,1.0,0.0027397260273972,0.0344827586206896,1.0,0.0,0.0,0.2539267015706806,0.0002045350282722,1.0,0.0028571428571428,0.0344827586206896,1.0,0.0,0.0,0.2772362385321101,0.0002002001012194,8.0,0.022284122562674,0.1724137931034483,3.0,0.0,0.0,0.3230663928815879,0.0005375294918988,7.0,0.0339805825242718,0.1379310344827586,3.0,0.0,0.0,0.3189285714285714,0.0007465682244119
S161U,44.0,0.1841004184100418,0.6896551724137931,0.0,1.0,0.0,0.3085483055134042,0.0029701825555437,62.0,0.2450592885375494,0.8275862068965517,0.0,1.0,0.0,0.3297550835136931,0.0023812626725749,66.0,0.2844827586206896,0.8620689655172413,0.0,1.0,0.0,0.3189500179791442,0.0014877535404479,82.0,0.3445378151260504,0.9310344827586208,0.0,1.0,0.0,0.3193277310924369,0.0011665769668407,109.0,0.3824561403508772,0.9310344827586208,0.0,1.0,0.0,0.3225700164744646,0.0011944261635843,96.0,0.3210702341137124,0.896551724137931,0.0,1.0,0.0,0.3242276422764227,0.0011066826325494,74.0,0.2936507936507936,0.8620689655172413,0.0,1.0,0.0,0.3210391276459269,0.0011175924844082,143.0,0.4132947976878612,0.8620689655172413,0.0,1.0,0.0,0.325316867078323,0.0017455882516207,200.0,0.5012531328320802,0.9655172413793104,0.0,1.0,0.0,0.3270935960591133,0.0018366025403694,159.0,0.4066496163682864,0.9310344827586208,0.0,1.0,0.0,0.3285666777519122,0.0018006567585123,145.0,0.3615960099750623,0.896551724137931,0.0,1.0,0.0,0.3271090363454484,0.0019372066904964,164.0,0.4120603015075377,0.896551724137931,0.0,1.0,0.0,0.3252850435949027,0.0018950443158222,134.0,0.4668989547038327,0.9310344827586208,0.0,1.0,0.0,0.3255892255892256,0.0014396764619207,164.0,0.5342019543973942,0.896551724137931,0.0,1.0,0.0,0.3261921216309606,0.0016092117449965,108.0,0.526829268292683,0.4827586206896552,0.0,1.0,0.0,0.3324646314221891,0.0018899090568613
S111U,4.0,0.000937426763534,0.1034482758620689,0.0,3.0,0.0023140939886578,0.344438170525127,0.0006626597392686,13.0,0.0035097192224622,0.4137931034482758,0.0,3.0,0.0,0.3476147876921797,0.0007350604052628,24.0,0.0060713382241335,0.6206896551724138,0.0,6.0,0.0011954817911777,0.3423388653029718,0.0007230993182851,26.0,0.0104627766599597,0.5517241379310345,0.0,6.0,0.0,0.3389225829468427,0.0005344774322511,30.0,0.0200133422281521,0.6206896551724138,0.0,5.0,0.0002258779932888,0.3379357956506731,0.0004702911652346,42.0,0.0200573065902578,0.6551724137931034,0.0,2.0,0.0,0.3331105913798864,0.0005831383616681,32.0,0.0151157298063297,0.5172413793103449,0.0,2.0,0.0,0.3334443704197202,0.0005860594008972,34.0,0.0172239108409321,0.5517241379310345,0.0,4.0,0.0002068132300887,0.3335554815061646,0.0005666677223936,56.0,0.0227365002030044,0.7931034482758621,0.0,4.0,0.0,0.3332218133154901,0.000672613514594,51.0,0.0233302836230558,0.7931034482758621,0.0,3.0,0.0,0.335256192738378,0.0007320756897502,48.0,0.0242301867743563,0.7931034482758621,0.0,3.0,0.0,0.3351554492654595,0.0007919951257237,75.0,0.0292740046838407,0.9310344827586208,0.0,5.0,0.0,0.3358725761772853,0.00101371275162,81.0,0.0275322909585316,0.8620689655172413,0.0,5.0,0.0,0.335530881332408,0.0009850245891794,97.0,0.0315139701104613,0.8275862068965517,0.0,5.0,0.0,0.3364219529579472,0.0010831339882565,54.0,0.0306296086216676,0.4482758620689655,0.0,5.0,0.0002739119039832,0.3418836140888208,0.001098250779021
