,RT_war_P0,prop_war_RTs_P0,frequency_days_P0,nb_mentors_proukraine_P0,nb_mentors_prorussia_P0,Betweenness_centrality_P0,Closeness_centrality_P0,PageRank_P0,RT_war_P1,prop_war_RTs_P1,frequency_days_P1,nb_mentors_proukraine_P1,nb_mentors_prorussia_P1,Betweenness_centrality_P1,Closeness_centrality_P1,PageRank_P1,RT_war_P2,prop_war_RTs_P2,frequency_days_P2,nb_mentors_proukraine_P2,nb_mentors_prorussia_P2,Betweenness_centrality_P2,Closeness_centrality_P2,PageRank_P2,RT_war_P3,prop_war_RTs_P3,frequency_days_P3,nb_mentors_proukraine_P3,nb_mentors_prorussia_P3,Betweenness_centrality_P3,Closeness_centrality_P3,PageRank_P3,RT_war_P4,prop_war_RTs_P4,frequency_days_P4,nb_mentors_proukraine_P4,nb_mentors_prorussia_P4,Betweenness_centrality_P4,Closeness_centrality_P4,PageRank_P4,RT_war_P5,prop_war_RTs_P5,frequency_days_P5,nb_mentors_proukraine_P5,nb_mentors_prorussia_P5,Betweenness_centrality_P5,Closeness_centrality_P5,PageRank_P5,RT_war_P6,prop_war_RTs_P6,frequency_days_P6,nb_mentors_proukraine_P6,nb_mentors_prorussia_P6,Betweenness_centrality_P6,Closeness_centrality_P6,PageRank_P6,RT_war_P7,prop_war_RTs_P7,frequency_days_P7,nb_mentors_proukraine_P7,nb_mentors_prorussia_P7,Betweenness_centrality_P7,Closeness_centrality_P7,PageRank_P7,RT_war_P8,prop_war_RTs_P8,frequency_days_P8,nb_mentors_proukraine_P8,nb_mentors_prorussia_P8,Betweenness_centrality_P8,Closeness_centrality_P8,PageRank_P8,RT_war_P9,prop_war_RTs_P9,frequency_days_P9,nb_mentors_proukraine_P9,nb_mentors_prorussia_P9,Betweenness_centrality_P9,Closeness_centrality_P9,PageRank_P9,RT_war_P10,prop_war_RTs_P10,frequency_days_P10,nb_mentors_proukraine_P10,nb_mentors_prorussia_P10,Betweenness_centrality_P10,Closeness_centrality_P10,PageRank_P10,RT_war_P11,prop_war_RTs_P11,frequency_days_P11,nb_mentors_proukraine_P11,nb_mentors_prorussia_P11,Betweenness_centrality_P11,Closeness_centrality_P11,PageRank_P11,RT_war_P12,prop_war_RTs_P12,frequency_days_P12,nb_mentors_proukraine_P12,nb_mentors_prorussia_P12,Betweenness_centrality_P12,Closeness_centrality_P12,PageRank_P12,RT_war_P13,prop_war_RTs_P13,frequency_days_P13,nb_mentors_proukraine_P13,nb_mentors_prorussia_P13,Betweenness_centrality_P13,Closeness_centrality_P13,PageRank_P13,RT_war_P14,prop_war_RTs_P14,frequency_days_P14,nb_mentors_proukraine_P14,nb_mentors_prorussia_P14,Betweenness_centrality_P14,Closeness_centrality_P14,PageRank_P14
S162U,32.0,0.1441441441441441,0.5172413793103449,0.0,1.0,0.0,0.3085483055134042,0.0022270870899416,47.0,0.1666666666666666,0.5862068965517241,0.0,1.0,0.0,0.3297550835136931,0.0018561919769846,50.0,0.181159420289855,0.6551724137931034,0.0,1.0,0.0,0.3189500179791442,0.0011680360564409,55.0,0.2115384615384615,0.8275862068965517,0.0,1.0,0.0,0.3193277310924369,0.0008343952226232,75.0,0.2808988764044944,0.896551724137931,0.0,1.0,0.0,0.3225700164744646,0.0008695967330411,71.0,0.2591240875912409,0.8620689655172413,0.0,1.0,0.0,0.3242276422764227,0.0008576248118861,56.0,0.2074074074074074,0.7241379310344828,0.0,1.0,0.0,0.3210391276459269,0.0008821593230446,118.0,0.3440233236151603,0.7931034482758621,0.0,1.0,0.0,0.325316867078323,0.0014665869137154,154.0,0.4516129032258064,0.9310344827586208,0.0,1.0,0.0,0.3270935960591133,0.0014487877675187,117.0,0.3588957055214724,0.896551724137931,0.0,1.0,0.0,0.3285666777519122,0.0013650749152484,129.0,0.3593314763231198,0.8620689655172413,0.0,1.0,0.0,0.3271090363454484,0.0017403010684648,154.0,0.421917808219178,0.896551724137931,0.0,1.0,0.0,0.3252850435949027,0.0017889123403215,126.0,0.4405594405594406,0.9310344827586208,0.0,1.0,0.0,0.3255892255892256,0.0013629768927126,118.0,0.4469696969696969,0.8620689655172413,0.0,1.0,0.0,0.3261921216309606,0.0012023693488486,91.0,0.4945652173913043,0.4827586206896552,0.0,1.0,0.0,0.3324646314221891,0.0016188340108117
S295U,17.0,0.0161290322580645,0.3793103448275862,0.0,2.0,0.0,0.3327877795962902,0.0013549149388376,18.0,0.0182002022244691,0.4137931034482758,0.0,2.0,0.0,0.3399160490143557,0.0008675915903803,33.0,0.0289219982471516,0.5862068965517241,0.0,4.0,0.0,0.3389377149407718,0.0008626637392169,54.0,0.0505617977528089,0.7931034482758621,0.0,5.0,0.0001893864362143,0.33771773906861,0.0008494135121217,57.0,0.0663562281722933,0.8620689655172413,0.0,4.0,0.0,0.3370051635111876,0.0007111248275367,45.0,0.0524475524475524,0.8275862068965517,0.0,4.0,0.0003732703125223,0.3364832939588255,0.000609000690869,37.0,0.0306545153272576,0.7586206896551724,0.0,3.0,0.0,0.3336666666666666,0.0006468926648882,50.0,0.0440917107583774,0.6896551724137931,0.0,3.0,0.0,0.3322270162628609,0.00072496754625,58.0,0.0585858585858585,0.7586206896551724,0.0,4.0,0.0048842960353092,0.3332218133154901,0.0006476300027684,48.0,0.0363086232980332,0.7931034482758621,0.0,3.0,0.0,0.335256192738378,0.0006586212043723,35.0,0.0262762762762762,0.7586206896551724,0.0,3.0,0.0,0.3351554492654595,0.0006015066243228,39.0,0.030256012412723,0.7241379310344828,0.0,4.0,0.0006082306927783,0.3356401384083045,0.0005929022270925,47.0,0.0391340549542048,0.6896551724137931,0.0,4.0,0.0005389726543358,0.3352981969486824,0.000622039996018,41.0,0.0360915492957746,0.6206896551724138,0.0,3.0,0.0,0.3323943661971831,0.0005333709813545,18.0,0.0269058295964125,0.3103448275862069,0.0,3.0,0.0016891840363044,0.3390280941533788,0.0004653766101677
S63U,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.0019960079840319,0.0344827586206896,0.0,1.0,0.0,0.3297550835136931,0.0002809798902137,17.0,0.0147313691507798,0.2758620689655172,0.0,2.0,0.0,0.3368780858336498,0.0005249724670456,36.0,0.0318021201413427,0.5172413793103449,0.0,2.0,0.0,0.3339191564147627,0.0006176667522494,44.0,0.056701030927835,0.6896551724137931,0.0,2.0,0.0,0.3340156943022859,0.0006000359529266,45.0,0.0605652759084791,0.7586206896551724,0.0,2.0,0.0,0.3331105913798864,0.000622639047982,30.0,0.03690036900369,0.5517241379310345,0.0,2.0,0.0,0.3334443704197202,0.0005667505298498,42.0,0.0395852968897266,0.6896551724137931,0.0,2.0,0.0,0.3320066334991708,0.0006575546844493,63.0,0.050199203187251,0.8620689655172413,0.0,2.0,0.0,0.3321107035678559,0.0007054305135137,66.0,0.0650246305418719,0.7931034482758621,0.0,2.0,0.0,0.3343485617597292,0.0008580793186695,42.0,0.0504201680672268,0.6206896551724138,0.0,2.0,0.0,0.3337870023817625,0.0006881163743011,26.0,0.0295119182746878,0.5172413793103449,0.0,3.0,0.0,0.3342522398345968,0.0004479272581486,32.0,0.0280455740578439,0.5517241379310345,0.0,3.0,0.0,0.3343706777316735,0.0004780268705154,38.0,0.0281899109792284,0.6206896551724138,0.0,2.0,0.0,0.3316936050597329,0.0005100902256647,21.0,0.0330708661417322,0.3793103448275862,0.0,2.0,0.0,0.3374905517762661,0.0005106397095395
S580U,1.0,0.0028985507246376,0.0344827586206896,1.0,0.0,0.0,0.2053180747223157,0.0005273279214797,2.0,0.0061728395061728,0.0689655172413793,2.0,0.0,0.0032749870876052,0.289940712034011,0.0006147138380606,10.0,0.033003300330033,0.2068965517241379,2.0,0.0,0.0,0.3196396396396396,0.000695952656541,41.0,0.093607305936073,0.5517241379310345,3.0,0.0,0.0,0.3391645840771153,0.0008811792602552,50.0,0.0945179584120983,0.7241379310344828,4.0,0.0,0.0007729528549881,0.3388715818622361,0.0008603347919669,38.0,0.1052631578947368,0.6896551724137931,3.0,0.0,0.0,0.3410879233664043,0.0007889195074946,32.0,0.0969696969696969,0.5517241379310345,2.0,0.0,0.0,0.3414051841746248,0.0007422246694915,21.0,0.0612244897959183,0.3793103448275862,3.0,0.0,0.0004992494674166,0.3511048754822869,0.0006608492186484,15.0,0.0533807829181494,0.4137931034482758,3.0,0.0,0.0007113192722866,0.3296921549155908,0.0006768963026567,18.0,0.0837209302325581,0.4482758620689655,2.0,0.0,0.0,0.3133523628290517,0.0008404942277135,16.0,0.074074074074074,0.3103448275862069,2.0,0.0,0.0,0.306850172036284,0.0008295799872869,9.0,0.0368852459016393,0.2413793103448276,2.0,0.0,0.0,0.3040752351097178,0.0006464903827338,9.0,0.0354330708661417,0.3103448275862069,2.0,0.0,0.0,0.3062064597846738,0.0006164095213853,12.0,0.0444444444444444,0.3793103448275862,2.0,0.0,0.0,0.3202170963364993,0.0007840828197804,7.0,0.0424242424242424,0.2068965517241379,2.0,0.0,0.0,0.316442239546421,0.0007952235765508
S144U,5.0,0.0015239256324291,0.1379310344827586,0.0,2.0,0.0,0.2867889045604137,0.0008373492495687,10.0,0.002749518834204,0.2413793103448276,0.0,4.0,0.0027582027366494,0.3549550697852272,0.0007641579681859,21.0,0.0052369077306733,0.4482758620689655,1.0,5.0,0.0021248287777308,0.4166275246594645,0.0007506719495114,28.0,0.0064844835572024,0.5862068965517241,1.0,4.0,0.0,0.4508780256288562,0.0005710508741076,34.0,0.0089450144698763,0.6896551724137931,0.0,5.0,0.0,0.3377026560883063,0.0005477754403115,30.0,0.0081788440567066,0.5517241379310345,1.0,5.0,0.0012586007005779,0.4613604812586765,0.0004935152474489,23.0,0.0050918751383661,0.4482758620689655,1.0,5.0,0.0014520852555621,0.4651486988847583,0.0004957279449319,21.0,0.0053151100987091,0.5172413793103449,1.0,7.0,0.0023344323055273,0.4623556581986143,0.0004695979778537,24.0,0.0082587749483826,0.5862068965517241,0.0,7.0,0.0015297742243947,0.3363728470111449,0.0004081702972473,20.0,0.0074128984432913,0.4827586206896552,0.0,4.0,0.0,0.3357118586476385,0.000399933935565,22.0,0.0060723157604195,0.5862068965517241,0.0,5.0,0.0004800735812217,0.3363044223517312,0.0005002954952718,30.0,0.0068712780577187,0.6206896551724138,0.0,6.0,0.0005569856757939,0.3363384188626907,0.0005729809203086,40.0,0.0099083477830071,0.6896551724137931,0.0,6.0,0.0,0.3359972202918693,0.0006248758304549,43.0,0.0110996386164171,0.7931034482758621,0.0,6.0,0.0,0.3366619115549215,0.000618599775983,24.0,0.0115218434949591,0.4482758620689655,0.0,4.0,0.0,0.3405797101449275,0.000625241695426
S690U,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,6.0,0.0161725067385444,0.1379310344827586,3.0,0.0,0.0007325521402809,0.3365214311016649,0.0002663790207693,12.0,0.025695931477516,0.2758620689655172,3.0,0.0,0.0,0.3367733058135534,0.0003251965000957,18.0,0.0437956204379562,0.2758620689655172,2.0,0.0,0.0,0.3392310309629125,0.0004541441542511,20.0,0.059880239520958,0.3448275862068966,2.0,0.0,0.0,0.3414051841746248,0.0005188180665304,11.0,0.0407407407407407,0.3103448275862069,1.0,0.0,0.0,0.3342237061769616,0.0004141284534569,9.0,0.0434782608695652,0.2758620689655172,2.0,0.0,0.0,0.3288213931990756,0.0004626454311317,12.0,0.0566037735849056,0.3793103448275862,2.0,0.0,0.0,0.3242533639645553,0.000603514604372,8.0,0.0296296296296296,0.2758620689655172,1.0,0.0,0.0,0.3013824884792627,0.0004898433277838,10.0,0.0316455696202531,0.2758620689655172,2.0,0.0,0.0,0.3040752351097178,0.0006809319314364,9.0,0.0306122448979591,0.2413793103448276,2.0,0.0,0.0,0.3062064597846738,0.0006164095213853,1.0,0.0044247787610619,0.0344827586206896,1.0,0.0,0.0,0.3051066580478345,0.0002116706270953,0.0,0.0,0.0,0.0,0.0,,,
S723U,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,18.0,0.0538922155688622,0.3103448275862069,3.0,0.0,0.0,0.3332164152928797,0.0004776342493193,29.0,0.0534069981583793,0.5517241379310345,3.0,0.0,0.0,0.332427843803056,0.0005691290347633,24.0,0.0554272517321016,0.5517241379310345,4.0,0.0,0.0,0.3417895097703119,0.0005654684198547,17.0,0.0367965367965368,0.3793103448275862,4.0,0.0,0.0,0.3451724137931034,0.0004729106894122,12.0,0.021015761821366,0.2758620689655172,4.0,0.0,0.0003446221137378,0.3520928596552937,0.000456691742086,13.0,0.0264765784114052,0.3448275862068966,4.0,0.0,0.0004675270501492,0.3310069790628115,0.0006189856660623,8.0,0.0283687943262411,0.2413793103448276,3.0,0.0,0.0,0.3287853577371048,0.0004546881948618,6.0,0.0297029702970297,0.1379310344827586,3.0,0.0,0.0,0.3230161343431017,0.0004006561908597,9.0,0.0311418685121107,0.2068965517241379,3.0,0.0,0.0,0.3112965340179717,0.0006386153605896,9.0,0.0352941176470588,0.2068965517241379,3.0,0.0,0.0004698122699495,0.3123385012919896,0.0006163382906849,6.0,0.0326086956521739,0.1724137931034483,1.0,0.0,0.0,0.3051066580478345,0.0004763729689213,4.0,0.0434782608695652,0.1379310344827586,1.0,0.0,0.0,0.3000672043010752,0.000536690065314
S293U,3.0,0.0008467400508044,0.1034482758620689,0.0,2.0,0.0,0.3327877795962902,0.0004879702289685,5.0,0.0012039489525644,0.1724137931034483,0.0,3.0,0.0,0.3462509238856385,0.0004493913336825,21.0,0.0044595455510724,0.4137931034482758,0.0,5.0,0.0007039008965896,0.3404990403071017,0.0006826240893676,33.0,0.0084615384615384,0.4827586206896552,0.0,7.0,0.0020785592886109,0.341113105924596,0.0006213459915926,32.0,0.0097590728880756,0.5517241379310345,0.0,6.0,0.0015013445736755,0.3393414211438474,0.000499444304145,26.0,0.0094821298322392,0.5172413793103449,1.0,3.0,0.000883522340568,0.4579696830500689,0.0004321921286689,20.0,0.0063031831074692,0.4482758620689655,1.0,3.0,0.0,0.4642857142857143,0.0004406331681551,35.0,0.0096845600442722,0.5172413793103449,1.0,6.0,0.003166587000037,0.4632114761684405,0.0006219129829011,49.0,0.0145703241153731,0.6551724137931034,0.0,7.0,0.0015297742243947,0.3363728470111449,0.0006380124241475,38.0,0.0131442407471463,0.6206896551724138,0.0,4.0,0.0,0.3354838709677419,0.0006042601109511,25.0,0.0101296596434359,0.4827586206896552,0.0,3.0,0.0,0.3351554492654595,0.0005089432940533,37.0,0.0148833467417538,0.5862068965517241,0.0,5.0,0.0,0.3358725761772853,0.0006244623190441,51.0,0.0191801429108687,0.5862068965517241,0.0,5.0,0.0,0.335530881332408,0.0007073505885313,35.0,0.0216718266253869,0.3793103448275862,0.0,4.0,0.0,0.3354655294953802,0.0005089282088146,11.0,0.0239130434782608,0.1724137931034483,0.0,3.0,0.0,0.3392857142857143,0.0003770028673688
S42U,9.0,0.0021691973969631,0.2068965517241379,0.0,1.0,0.0,0.3085483055134042,0.0008028207808709,8.0,0.0025453388482341,0.1724137931034483,0.0,1.0,0.0,0.3297550835136931,0.0004910081684498,13.0,0.0050603347606072,0.2413793103448276,0.0,3.0,0.0010705605860263,0.3379047619047619,0.0004423942922227,23.0,0.0069152134696331,0.4137931034482758,0.0,4.0,0.0035395445150636,0.338680926916221,0.0004506636509564,15.0,0.0052947405577126,0.2758620689655172,1.0,2.0,0.0015329491738883,0.4468279324509356,0.0003051306988436,10.0,0.005497526113249,0.2413793103448276,1.0,1.0,0.0,0.444097995545657,0.0002565959843105,6.0,0.0029041626331074,0.1724137931034483,0.0,1.0,0.0,0.3210391276459269,0.0002281783192569,53.0,0.0227467811158798,0.2413793103448276,0.0,1.0,0.0,0.325316867078323,0.0007411834351616,79.0,0.0373345935727788,0.3103448275862069,0.0,2.0,0.0,0.3321107035678559,0.00081886522623,60.0,0.0290275761973875,0.2413793103448276,0.0,2.0,0.0,0.3343485617597292,0.0007770603012616,41.0,0.0154716981132075,0.2068965517241379,0.0,1.0,0.0,0.3271090363454484,0.000657320147291,65.0,0.0208868894601542,0.2413793103448276,0.0,1.0,0.0,0.3252850435949027,0.0008443377583652,63.0,0.0221052631578947,0.2413793103448276,0.0,1.0,0.0,0.3255892255892256,0.0007589677851993,50.0,0.0202511138112596,0.2413793103448276,0.0,2.0,0.0,0.3316936050597329,0.000603333289371,36.0,0.0311688311688311,0.1379310344827586,0.0,2.0,0.0,0.3364732479276563,0.0007467389777074
S160U,2.0,0.0006811989100817,0.0689655172413793,0.0,2.0,0.0012892489778201,0.2857142857142857,0.0004881235265669,2.0,0.0006688963210702,0.0689655172413793,0.0,2.0,0.0002898793441545,0.2952763002102956,0.0003235505098689,11.0,0.0036387694343367,0.2413793103448276,0.0,3.0,0.0,0.3171254915981408,0.0004560723383784,22.0,0.0064763026199587,0.4827586206896552,0.0,4.0,0.0,0.3360452776795189,0.0004819276961543,24.0,0.0062208398133748,0.5172413793103449,0.0,4.0,0.0,0.3370051635111876,0.0004181982054845,20.0,0.005496015388843,0.4482758620689655,0.0,4.0,0.0,0.3364832939588255,0.0003684161331115,13.0,0.0048165987402741,0.3448275862068966,0.0,3.0,0.0,0.3336666666666666,0.0003329817830701,9.0,0.0034129692832764,0.2413793103448276,0.0,3.0,0.0,0.3322270162628609,0.0002674053520853,18.0,0.0057397959183673,0.4137931034482758,0.0,2.0,0.0,0.3321107035678559,0.000328430650171,23.0,0.0062841530054644,0.5517241379310345,0.0,3.0,0.0,0.3345750084659668,0.0004427782162849,31.0,0.0074109490796079,0.5517241379310345,0.0,5.0,0.0011766830180478,0.3358438890790825,0.0005995190048244,46.0,0.0112662258143521,0.6551724137931034,0.0,6.0,0.0002576854588453,0.3361053361053361,0.0006910415715772,58.0,0.0165998855180309,0.7931034482758621,0.0,5.0,0.0,0.335530881332408,0.0007438865633344,77.0,0.0214424951267056,0.8620689655172413,0.0,6.0,0.0010019336951127,0.3366619115549215,0.000895114877066,47.0,0.0227602905569007,0.5172413793103449,0.0,4.0,0.0,0.3395437262357414,0.0009847650746646
S302U,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.001254705144291,0.0689655172413793,0.0,2.0,0.0013823920081204,0.3432210178915006,0.0003022260802533,8.0,0.0047031158142269,0.2068965517241379,0.0,2.0,0.0,0.3368780858336498,0.0003669363441172,12.0,0.0093167701863354,0.3103448275862069,0.0,3.0,0.0002067668922102,0.3204047217537942,0.0003338248842653,17.0,0.0154264972776769,0.4482758620689655,0.0,4.0,0.0002506387149181,0.3247097844112769,0.0003500454243674,26.0,0.0220338983050847,0.5517241379310345,0.0,3.0,0.0,0.3337797120857047,0.0004367679068586,21.0,0.0190562613430127,0.4482758620689655,1.0,3.0,0.0008399906954871,0.4629972247918594,0.0004552689421278,15.0,0.0140845070422535,0.3448275862068966,1.0,2.0,0.0,0.4564523483812129,0.0003658510953759,14.0,0.0116959064327485,0.3793103448275862,0.0,2.0,0.0,0.3321107035678559,0.0002923234728684,7.0,0.0078125,0.2068965517241379,0.0,2.0,0.0,0.3343485617597292,0.0002399261922468,6.0,0.0085348506401137,0.2068965517241379,0.0,2.0,0.0,0.3337870023817625,0.00024507872473,10.0,0.0110375275938189,0.3448275862068966,0.0,3.0,0.0,0.3340220385674931,0.0002819980561925,16.0,0.0142095914742451,0.3793103448275862,0.0,3.0,0.0,0.334139599170698,0.0003249109215414,37.0,0.0326855123674911,0.5862068965517241,0.0,5.0,0.0003149158531539,0.3361823361823361,0.0005183326574125,27.0,0.0410334346504559,0.3793103448275862,0.0,5.0,0.0002669256852946,0.3416220351951033,0.0006440285959671
S637U,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0204081632653061,0.0344827586206896,1.0,0.0,0.0,0.3011884550084889,0.0002199419869736,5.0,0.0157728706624605,0.1724137931034483,2.0,0.0,0.0,0.3318197694725812,0.000246403386251,17.0,0.0273311897106109,0.4482758620689655,2.0,0.0,0.0,0.3304083698953763,0.0003939392155033,32.0,0.0512820512820512,0.6206896551724138,4.0,0.0,0.0,0.3417895097703119,0.000689828958851,38.0,0.0666666666666666,0.7586206896551724,4.0,0.0,0.0003197598922716,0.3451724137931034,0.0008541803283894,26.0,0.0447504302925989,0.6206896551724138,1.0,0.0,0.0,0.3342237061769616,0.0007747118916222,14.0,0.025089605734767,0.3793103448275862,2.0,0.0,0.0,0.3288213931990756,0.0006359823221018,12.0,0.0195121951219512,0.3103448275862069,4.0,0.0,0.0028062776594395,0.3301035750083528,0.0006079063871831,8.0,0.0167364016736401,0.2068965517241379,4.0,0.0,0.0035780771089901,0.3290841999329084,0.0004905835182645,4.0,0.0134680134680134,0.1379310344827586,2.0,0.0,0.0,0.3036944270507201,0.0003719686065851,6.0,0.0273972602739726,0.2068965517241379,2.0,0.0,0.0,0.3075699745547073,0.0004672677531289,7.0,0.026615969581749,0.2413793103448276,1.0,0.0,0.0,0.3051066580478345,0.0005293134372865,5.0,0.0267379679144385,0.1724137931034483,1.0,0.0,0.0,0.3000672043010752,0.0006289162729177
S149U,0.0,0.0,0.0,0.0,0.0,,,,3.0,0.001610305958132,0.0689655172413793,0.0,3.0,0.0011719417566711,0.2850244787254004,0.0003976372756924,4.0,0.0006226650062266,0.1034482758620689,0.0,4.0,0.0085653221322188,0.3343384847342631,0.000275714857763,2.0,0.0002152157537931,0.0689655172413793,0.0,1.0,0.0,0.3193277310924369,0.0001823347617518,6.0,0.0005614297744923,0.1724137931034483,0.0,3.0,0.0,0.3281930942004693,0.0002178907883001,19.0,0.0016387786786268,0.3448275862068966,0.0,4.0,0.0,0.3344515263334451,0.0003592490578468,16.0,0.0025356576862123,0.2413793103448276,0.0,3.0,0.0,0.3336666666666666,0.0003813565451179,3.0,0.0018061408789885,0.1034482758620689,0.0,2.0,0.0,0.3276595744680851,0.0001874010849993,6.0,0.0022446689113355,0.2068965517241379,0.0,3.0,0.0,0.3323323323323323,0.0002096158318319,8.0,0.0023668639053254,0.1724137931034483,0.0,3.0,0.0,0.3345750084659668,0.0002544124374491,17.0,0.0041820418204182,0.3103448275862069,0.0,3.0,0.0,0.3340143003064351,0.0004150075915421,23.0,0.0052934407364787,0.4482758620689655,0.0,4.0,0.0,0.3344827586206896,0.0004549780328156,11.0,0.0031339031339031,0.2758620689655172,0.0,4.0,0.0,0.3346020761245675,0.0002809952969852,4.0,0.0013966480446927,0.1379310344827586,0.0,2.0,0.0,0.2929857231533209,0.0002125208072956,2.0,0.0014094432699083,0.0689655172413793,0.0,2.0,0.0002739119039832,0.2813484562066792,0.0002205265113813
S627U,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.002301495972382,0.0689655172413793,2.0,0.0,0.000747589078714,0.3196396396396396,0.0002733654917533,7.0,0.0089858793324775,0.2068965517241379,3.0,0.0,0.0010777348512286,0.3391645840771153,0.0002825395163572,12.0,0.0184615384615384,0.3448275862068966,3.0,0.0,0.0,0.3379357956506731,0.0003241592454321,25.0,0.030750307503075,0.5172413793103449,2.0,0.0,0.0,0.3392310309629125,0.000573902129187,26.0,0.0307328605200945,0.5172413793103449,2.0,0.0,0.0,0.3414051841746248,0.0006332872570456,21.0,0.025735294117647,0.5172413793103449,3.0,0.0,0.0,0.3511048754822869,0.0006633349493386,18.0,0.0222772277227722,0.4482758620689655,2.0,0.0,0.0,0.3251714005876591,0.0007765380413783,18.0,0.0187695516162669,0.4827586206896552,3.0,0.0,0.0003220296462611,0.315755832534356,0.0008468769862987,12.0,0.0093095422808378,0.3448275862068966,3.0,0.0,0.0008813305542884,0.3111322549952426,0.0006726814312438,7.0,0.0052631578947368,0.2413793103448276,1.0,0.0,0.0,0.295551492992078,0.0005188858250706,5.0,0.0049164208456243,0.1724137931034483,1.0,0.0,0.0,0.2995662949194547,0.0004060618791124,1.0,0.0016155088852988,0.0344827586206896,1.0,0.0,0.0,0.3051066580478345,0.0002116706270953,1.0,0.0030864197530864,0.0344827586206896,1.0,0.0,0.0,0.3000672043010752,0.000260011442503
S638U,6.0,0.0588235294117647,0.1724137931034483,3.0,0.0,0.0081285509208472,0.2136602451838879,0.0013810577728945,4.0,0.0439560439560439,0.1034482758620689,3.0,0.0,0.0043532003648762,0.2635332712963109,0.0008797135850855,6.0,0.0437956204379562,0.2068965517241379,2.0,0.0,0.0,0.2849341471249598,0.0004773168042199,7.0,0.03954802259887,0.2413793103448276,4.0,0.0,0.0008421799681764,0.3389225829468427,0.0002971250346804,8.0,0.050314465408805,0.2758620689655172,5.0,0.0,0.0012547422010993,0.3400486279958319,0.0002752663596863,11.0,0.0924369747899159,0.3103448275862069,5.0,0.0,0.0007041682329301,0.3506858951811467,0.000352174838809,10.0,0.1515151515151515,0.2758620689655172,5.0,0.0,0.0036431223280769,0.3532110091743119,0.000354836797702,9.0,0.2093023255813953,0.2758620689655172,4.0,0.0,0.000376390772843,0.3476901701979854,0.000384403266998,11.0,0.2075471698113207,0.3103448275862069,2.0,0.0,0.0,0.3172985027078687,0.0005316136234804,9.0,0.18,0.2758620689655172,3.0,0.0,0.0,0.3227703364913427,0.0004722646753331,4.0,0.0869565217391304,0.1379310344827586,3.0,0.0,0.0014162897827183,0.3184031158714703,0.00031410833926,2.0,0.04,0.0689655172413793,2.0,0.0,0.0014908716675916,0.3048397234443746,0.0002565930150522,3.0,0.0545454545454545,0.1034482758620689,3.0,0.0,0.0034544652314302,0.3216899534264804,0.0003005701510897,4.0,0.0888888888888888,0.1379310344827586,3.0,0.0,0.000731256305786,0.3226247436773752,0.0003629717615795,1.0,0.0454545454545454,0.0344827586206896,1.0,0.0,0.0,0.3000672043010752,0.000260011442503
S35U,2.0,0.0007707129094412,0.0689655172413793,0.0,2.0,0.0023140939886578,0.3205465055176038,0.0004254161332043,10.0,0.0018165304268846,0.3103448275862069,0.0,5.0,0.0008829961248637,0.3517716162445525,0.0007150027188389,43.0,0.008380432664198,0.5517241379310345,0.0,6.0,0.0,0.3423388653029718,0.0012937256208664,65.0,0.0150952159777055,0.7586206896551724,0.0,6.0,0.0,0.3389225829468427,0.0011218569178872,70.0,0.0151253241140881,0.8620689655172413,0.0,8.0,0.0010971956200623,0.3419490045406916,0.0009608524145816,69.0,0.0133076181292189,0.8275862068965517,0.0,7.0,0.0002970168548588,0.3394620360912496,0.0009250331572424,50.0,0.01000200040008,0.6896551724137931,0.0,5.0,0.0,0.3359060402684564,0.0008819502634091,38.0,0.0100822499336694,0.6551724137931034,0.0,6.0,0.0003352558400102,0.3371505557426743,0.0006892411948627,50.0,0.0163398692810457,0.7586206896551724,0.0,5.0,0.0,0.3359190556492411,0.0006685633378654,41.0,0.0142311697327316,0.6206896551724138,0.0,4.0,0.0,0.3357118586476385,0.0006613533004817,24.0,0.0090259496051147,0.5517241379310345,0.0,4.0,0.0,0.3358438890790825,0.0005083038056177,32.0,0.0125048847205939,0.6551724137931034,0.0,4.0,0.0,0.3356401384083045,0.0005534479321904,44.0,0.0166729821902235,0.7931034482758621,0.0,4.0,0.0,0.3352981969486824,0.0006322089299565,39.0,0.0171428571428571,0.7586206896551724,0.0,4.0,0.0,0.3354655294953802,0.0005502594760919,25.0,0.0209907640638119,0.4137931034482758,0.0,4.0,0.0,0.3405797101449275,0.0006237768827186
