,x_term,x_term_trans,y_term_proukraine,y_term_prorussia,x_final,y_proU_final,y_proR_final,cluster
S39U,-1.0,0.0,0.0,0.9815795160026135,0.0,0.0,0.7900510636005538,1
S40U,-1.0,0.0,0.0,0.3575919480809503,0.0,0.0,0.4513352824514246,1
S41U,-0.9395257022434158,0.030237148878292097,0.6989700043360187,0.4941653617695506,0.23939606162588367,0.569742173380174,0.49805504211335194,2
S42U,-0.9637247750293422,0.018137612485328913,1.0,0.9476028289598994,0.2090786919286245,1.0,0.7241272880746795,2
S43U,-0.9808278717949854,0.009586064102507286,1.0,0.7169704749607058,0.17567378997408292,1.0,0.5768432317809327,2
S44U,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
S45U,-1.0,0.0,0.0,0.9500545713990585,0.0,0.0,0.7274776831487195,1
S46U,-0.9591803475365406,0.02040982623172971,1.0,0.3776209322180044,0.21578974932058861,1.0,0.45845778075147575,2
S47U,-0.9816050751166873,0.009197462441656368,1.0,0.9833667498880978,0.17366637183566122,1.0,0.7957368581645726,2
S48U,-1.0,0.0,0.0,0.5887169758010441,0.0,0.0,0.5298531127107862,1
S49U,-0.9255742100776045,0.03721289496119773,0.6989700043360187,0.5616529091598192,0.25267571037240666,0.569742173380174,0.5206443416638534,2
S50U,-1.0,0.0,0.0,0.9940314945013982,0.0,0.0,0.8461984506670138,1
S51U,-0.9708833189198461,0.01455834054007693,1.0,0.5124180280719308,0.1970277952211176,1.0,0.5041400994742802,2
S52U,-1.0,0.0,0.0,0.48092153091575196,0.0,0.0,0.4936377646436209,1
S53U,-1.0,0.0,0.0,0.8365384793421824,0.0,0.0,0.632796253637028,1
S54U,-1.0,0.0,0.0,0.46352144951995544,0.0,0.0,0.48782124939362376,1
S55U,-1.0,0.0,0.0,0.9753754449400263,0.0,0.0,0.773180757790013,1
S56U,-0.9783639085770528,0.0108180457114736,1.0,0.9258185448374247,0.18164813807794272,1.0,0.6987574692766758,2
S57U,-0.9369321919961432,0.0315339040019284,1.0,0.493707530878123,0.24203588112632718,1.0,0.4979024118538752,2
S58U,-0.9596302424217125,0.020184878789143768,1.0,0.5601089377766338,0.21515232575589693,1.0,0.5201228072416171,2
S59U,-0.9304703530051922,0.034764823497403896,1.0,0.2716426586335997,0.2482585122652412,1.0,0.4185403908214034,2
S60U,-1.0,0.0,0.0,0.8534764093028302,0.0,0.0,0.6427631166730637,1
S61U,-0.9784027768416858,0.010798611579157125,1.0,0.5016542868479403,0.18155808630404574,1.0,0.5005514307378591,2
S62U,-1.0,0.0,0.0,0.47995215501505284,0.0,0.0,0.49331419892864237,1
S63U,-1.0,0.0,0.0,0.7476443914582882,0.0,0.0,0.5895316068310871,1
S64U,-0.9525855399731717,0.023707230013414127,1.0,0.5692879495182316,0.22455306896272106,1.0,0.5232288164870248,2
S65U,-1.0,0.0,0.0,0.5763157299662074,0.0,0.0,0.5256164785496397,1
S66U,-1.0,0.0,0.0,0.6582516790342521,0.0,0.0,0.5544097588086521,1
S67U,-1.0,0.0,0.0,0.9841240438713762,0.0,0.0,0.798291257345189,1
S68U,-1.0,0.0,0.0,0.6682295245561447,0.0,0.0,0.5580855877457751,1
S69U,-1.0,0.0,0.0,0.7682321434575546,0.0,0.0,0.5985559664971452,1
S70U,-0.9588743756314221,0.02056281218428896,1.0,0.5081457503094454,0.21622011211306472,1.0,0.502715463664315,2
S71U,-1.0,0.0,0.0,0.9050069179102977,0.0,0.0,0.6794792123662436,1
S72U,-1.0,0.0,0.0,0.46534083304975693,0.0,0.0,0.48843045206360125,1
S73U,-1.0,0.0,0.0,0.5856576328696443,0.0,0.0,0.5288049668114326,1
S74U,-1.0,0.0,0.0,0.6080874719641911,0.0,0.0,0.5365414059674388,1
S75U,-1.0,0.0,0.0,0.7486300190103303,0.0,0.0,0.5899534642138416,1
S76U,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
S77U,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
S78U,-0.9357453745915919,0.03212731270420405,0.6989700043360187,0.48431439861682324,0.24321537354982145,0.569742173380174,0.494769940727338,2
S79U,-1.0,0.0,0.0,0.9213662741753549,0.0,0.0,0.6943111227383797,1
S80U,-1.0,0.0,0.0,0.5396330557861757,0.0,0.0,0.5132356992901428,1
S81U,-1.0,0.0,0.0,0.7178615002540859,0.0,0.0,0.5772008013403335,1
S82U,-1.0,0.0,0.0,0.9847080610346904,0.0,0.0,0.8003270687653635,1
S83U,-1.0,0.0,0.0,0.44411088653758224,0.0,0.0,0.4813008448756445,1
S84U,-1.0,0.0,0.0,0.8978502718014324,0.0,0.0,0.6736018423942639,1
S85U,-1.0,0.0,0.0,0.9766564295736854,0.0,0.0,0.7763644679208256,1
S86U,-1.0,0.0,0.0,0.9057308652617748,0.0,0.0,0.6800923256865811,1
S87U,-1.0,0.0,0.0,0.5459974250760994,0.0,0.0,0.5153711041017185,1
S88U,-0.9323301747480159,0.03383491262599203,1.0,0.4583230796235054,0.24651606936486545,1.0,0.48607898323391135,2
S89U,-0.9471732261103161,0.026413386944841966,1.0,0.4726596072136289,0.2310535298225856,1.0,0.4908784484766208,2
S90U,-0.919536863488664,0.04023156825566798,1.0,0.5074367569451708,0.25781683204219874,1.0,0.502479081487612,2
S91U,-1.0,0.0,0.0,0.5024917894554348,0.0,0.0,0.5008306025974494,1
S92U,-1.0,0.0,0.0,0.7624132518921704,0.0,0.0,0.5959581474075477,1
S93U,-1.0,0.0,0.0,0.4593968955853115,0.0,0.0,0.4864390896000732,1
S94U,-1.0,0.0,0.0,0.668820171496666,0.0,0.0,0.558304694007943,1
S95U,-0.9673996328626552,0.01630018356867241,1.0,0.6269028543258657,0.2031511376059029,1.0,0.5431385455218335,2
S96U,-1.0,0.0,0.0,0.9636710121856792,0.0,0.0,0.7488919380400917,1
S97U,-1.0,0.0,0.0,0.5904291719695873,0.0,0.0,0.5304406258073346,1
S98U,-1.0,0.0,0.0,0.9664462838686763,0.0,0.0,0.7540182759998678,1
S99U,-1.0,0.0,0.0,0.5465306629444615,0.0,0.0,0.5155502135617911,1
S100U,-1.0,0.0,0.0,0.9103742113518509,0.0,0.0,0.6841127821738608,1
S101U,-0.866302039364549,0.06684898031772551,1.0,0.5770125748862016,0.2934451006384416,1.0,0.525853722371097,2
S102U,-1.0,0.0,0.0,0.8262592009946891,0.0,0.0,0.6270966332551206,1
S103U,-1.0,0.0,0.0,0.8576961714114539,0.0,0.0,0.6453729832449345,1
S104U,-1.0,0.0,0.0,0.5946171066957022,0.0,0.0,0.5318804949915931,1
S105U,-0.9567584549519709,0.021620772524014564,1.0,0.5646283254589077,0.2191293016123664,1.0,0.5216504196081703,2
S106U,-1.0,0.0,0.0,0.8641800724471699,0.0,0.0,0.6494942957652707,1
S107U,-1.0,0.0,0.0,0.48612449571627636,0.0,0.0,0.49537377606775257,1
S108U,-1.0,0.0,0.0,0.6184965397130942,0.0,0.0,0.540177495436028,1
S109U,-0.8939321116719543,0.05303394416402285,0.7826779887263511,0.6021611570660845,0.27672264788790324,0.6051842429453607,0.5344850054471413,2
S110U,-0.9697342111045477,0.015132894447726142,1.0,0.6469624475050433,0.1991080131387644,1.0,0.5503053741099269,2
S111U,-1.0,0.0,0.0,0.5656631471516784,0.0,0.0,0.5220006484756506,1
S112U,-0.9314139059635558,0.03429304701822211,1.0,0.4772295372835146,0.24737917490556513,1.0,0.492405176143358,2
S113U,-1.0,0.0,0.0,0.4872757126273959,0.0,0.0,0.49575775669348693,1
S114U,-1.0,0.0,0.0,0.8479416774532614,0.0,0.0,0.6394203612584485,1
S115U,-1.0,0.0,0.0,0.5746709543022603,0.0,0.0,0.5250568699270385,1
S116U,-0.9035451708929141,0.04822741455354296,0.6989700043360187,0.6106059662659851,0.2700965390239104,0.569742173380174,0.5374182506886274,2
S117U,-0.8698372093317406,0.06508139533412971,0.6989700043360187,0.627858057073796,0.29146622772137953,0.569742173380174,0.5434764916171898,2
S118U,-1.0,0.0,0.0,0.674991672850528,0.0,0.0,0.5606046895751328,1
S119U,-1.0,0.0,0.0,0.6129508655921589,0.0,0.0,0.5382362956405462,1
