,x_term,x_term_trans,y_term_proukraine,y_term_prorussia,x_final,y_proU_final,y_proR_final,cluster
S120U,-0.9178569486618467,0.041071525669076625,1.0,0.4684485195482119,0.25919300707646586,1.0,0.48947040368494005,2
S121U,-0.9644733079276415,0.01776334603617924,1.0,0.6290139279815101,0.2079107704735456,1.0,0.5438858524728295,2
S122U,-1.0,0.0,0.0,0.7774986856451003,0.0,0.0,0.6027770415032049,1
S123U,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
S124U,-0.9555187773832617,0.02224061130836913,1.0,0.5273015151780037,0.22078208773725103,1.0,0.5091085578316448,2
S125U,-0.9198639526687248,0.04006802366563761,1.0,0.4782142937732171,0.2575462479645209,1.0,0.4927340087250302,2
S126U,-0.944080363301257,0.0279598183493715,1.0,0.6550013940118051,0.23453543465350157,1.0,0.5532223596679934,2
S127U,-1.0,0.0,0.0,0.6164326494311153,0.0,0.0,0.5394539601995905,1
S128U,-1.0,0.0,0.0,0.9201754587868667,0.0,0.0,0.6931550468509386,1
S129U,-1.0,0.0,0.0,0.7920442616958885,0.0,0.0,0.6096316175163875,1
S130U,-0.9169880807477307,0.041505959626134625,0.5484550065040281,0.5568641811637633,0.2598960753484682,0.5161968497839262,0.5190278945393818,2
S131U,-0.9619913445831483,0.01900432770842586,1.0,0.5054632136831412,0.21171247918189343,1.0,0.5018211356503256,2
S132U,-0.9434754069153306,0.028262296542334697,0.6989700043360187,0.4478147109865336,0.23519863052263332,0.569742173380174,0.4825484166096062,2
S133U,-1.0,0.0,0.0,0.7317443967290473,0.0,0.0,0.5828531621081626,1
S134U,-1.0,0.0,0.0,0.8883379223477046,0.0,0.0,0.6662542077843114,1
S135U,-0.9673057011131393,0.016347149443430353,1.0,0.575640507004265,0.2033090122599233,1.0,0.5253866835589536,2
S136U,-1.0,0.0,0.0,0.9143151184684029,0.0,0.0,0.6876522897178926,1
S137U,-0.8570446448732729,0.07147767756336354,0.723565409056325,0.4642873869230123,0.29844023275390513,0.5795043184966341,0.4880777503778845,2
S138U,-0.9755712699216663,0.012214365039166841,1.0,0.7202429662514183,0.18781292284225273,1.0,0.5781594685694654,2
S139U,-0.9538075598703739,0.023096220064813044,1.0,0.6886410556908504,0.22300499863887013,1.0,0.565764586971154,2
S140U,-1.0,0.0,0.0,0.43814694197713355,0.0,0.0,0.4792880244874177,1
S141U,-1.0,0.0,0.0,0.5103683063254951,0.0,0.0,0.5034565425540074,1
S142U,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
S143U,-0.940907071614267,0.029546464192866495,1.0,0.5763977271077754,0.23795334645829333,1.0,0.5256443900447059,2
S144U,-0.9115260236558025,0.04423698817209876,1.0,0.31482447733383767,0.26418750300631655,1.0,0.43555547763575037,2
S145U,-1.0,0.0,0.0,0.642946170787805,0.0,0.0,0.5488581338823213,1
S146U,-0.6826761001641415,0.15866194991792926,0.7826779887263511,0.626230367049794,0.3644566778244493,0.6051842429453607,0.5429008091828224,2
S147U,-1.0,0.0,0.0,0.5499894937437215,0.0,0.0,0.5167127920948905,1
S148U,-0.974514997102148,0.012742501448926025,1.0,0.887082709333344,0.1900021857963276,1.0,0.6653202067050645,2
S149U,-1.0,0.0,0.0,0.3934832839732667,0.0,0.0,0.46400456982706817,1
S150U,-1.0,0.0,0.0,0.6181820090485536,0.0,0.0,0.5400671455453535,1
S151U,-1.0,0.0,0.0,0.7211215276433549,0.0,0.0,0.5785142454090416,1
S152U,-1.0,0.0,0.0,0.7507948999722851,0.0,0.0,0.590883460185778,1
S153U,-1.0,0.0,0.0,0.6104278213726488,0.0,0.0,0.5373561679625426,1
S154U,-0.9336560247316883,0.03317198763415585,1.0,0.47153590661333744,0.24525065165440177,1.0,0.49050284162082514,2
S155U,-1.0,0.0,0.0,0.8058987309297451,0.0,0.0,0.6164544438289182,1
S156U,-1.0,0.0,0.0,0.5453024906844413,0.0,0.0,0.5151377295479577,1
S157U,-1.0,0.0,0.0,0.5453070772580362,0.0,0.0,0.5151392696486953,1
S158U,-1.0,0.0,0.0,0.5151044834373238,0.0,0.0,0.5050361898931872,1
S159U,-0.9421148749840633,0.02894256250796834,0.723565409056325,0.7461083350655408,0.2366699198607855,0.5795043184966341,0.5888760695516739,2
S160U,-1.0,0.0,0.0,0.4808511450027718,0.0,0.0,0.4936142721551727,1
S161U,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
S162U,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
S163U,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
S164U,-1.0,0.0,0.0,0.7410766899232001,0.0,0.0,0.5867446577331856,1
S165U,-1.0,0.0,0.0,0.9896656675657851,0.0,0.0,0.8206315062584769,1
S166U,-1.0,0.0,0.0,0.6481448170867947,0.0,0.0,0.550732688122351,1
S167U,-1.0,0.0,0.0,0.5607421964070987,0.0,0.0,0.5203366714227916,1
S168U,-1.0,0.0,0.0,0.4749379880961019,0.0,0.0,0.4916397684487745,1
S169U,-0.8501886325272521,0.07490568373637396,0.7557809497117844,0.507301966572137,0.30197964679125616,0.5930436335019585,0.5024341426855736,2
S170U,-1.0,0.0,0.0,0.5315860851834182,0.0,0.0,0.5105411722501233,1
S171U,-1.0,0.0,0.0,0.9651916440761459,0.0,0.0,0.751660824360441,1
S172U,-0.9577634616471655,0.021118269176417237,1.0,0.9031567518737066,0.2177618086964262,1.0,0.6779283320293457,2
S173U,-1.0,0.0,0.0,0.49735465366169385,0.0,0.0,0.4991182105738312,1
S174U,-0.8967249154283645,0.05163754228581774,0.6989700043360187,0.47223203631121535,0.27484809397194526,0.569742173380174,0.49073553900791755,2
S175U,-1.0,0.0,0.0,0.37815700724071466,0.0,0.0,0.4586465006165105,1
S176U,-1.0,0.0,0.0,0.7383217295307174,0.0,0.0,0.5855877116916098,1
S177U,-0.9555187773832617,0.02224061130836913,1.0,0.5518037853367647,0.22078208773725103,1.0,0.5173231807634572,2
S178U,-0.9705861154143619,0.014706942292819047,1.0,0.6894303816717635,0.19757187840917295,1.0,0.5660662408745234,2
S179U,-1.0,0.0,0.0,0.8959218314992776,0.0,0.0,0.6720717585891808,1
S180U,-1.0,0.0,0.0,0.5353763052616138,0.0,0.0,0.5118096410671598,1
S181U,-0.8731742699133243,0.06341286504333787,0.723565409056325,0.5482592893967997,0.28955932111965327,0.5795043184966341,0.5161310635869374,2
S182U,-0.6817847023167669,0.15910764884161654,1.0,0.5529924554992901,0.3647142145755205,1.0,0.5177233120046887,2
S183U,-1.0,0.0,0.0,0.5077022806616429,0.0,0.0,0.5025676074300414,1
S184U,-1.0,0.0,0.0,0.45376544191276613,0.0,0.0,0.48454924911657105,1
S185U,-1.0,0.0,0.0,0.5728549358469719,0.0,0.0,0.5244395781311474,1
S186U,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
S187U,-1.0,0.0,0.0,0.5371184352078104,0.0,0.0,0.5123930776661813,1
S188U,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
S189U,-0.9068286820045106,0.046585658997744694,1.0,0.4650139800451746,0.26771392595530563,1.0,0.4883210291954826,2
S190U,-0.9582473816738405,0.020876309163079754,1.0,0.7216588558723951,0.21709420391443845,1.0,0.5787315247396421,2
S191U,-1.0,0.0,0.0,0.8232972168888262,0.0,0.0,0.625497623402585,1
S192U,-1.0,0.0,0.0,0.6557374314562019,0.0,0.0,0.5534908352510045,1
S193U,-1.0,0.0,0.0,0.7789233161507186,0.0,0.0,0.6034356279473675,1
S194U,-1.0,0.0,0.0,0.46237550404028727,0.0,0.0,0.48743739338477104,1
S195U,-1.0,0.0,0.0,0.6046786293013916,0.0,0.0,0.5353573945982302,1
S196U,-1.0,0.0,0.0,0.4926336491887999,0.0,0.0,0.4975443917960032,1
S197U,-0.971174162883818,0.014412918558091015,1.0,0.5127281624955214,0.19649114279080135,1.0,0.5042435357584238,2
S198U,-0.9501537797861279,0.02492311010693604,1.0,0.6556815493322654,0.22754244324511938,1.0,0.5534704433432766,2
S199U,-0.8420936256651183,0.07895318716744087,0.5484550065040281,0.4648115646477101,0.30600034132305887,0.5161968497839262,0.48825326069871766,2
S200U,-1.0,0.0,0.0,0.7402186297293927,0.0,0.0,0.5863835651076414,1
S201U,-0.8649637971978724,0.06751810140106379,0.5484550065040281,0.5645655894349033,0.2941835477837047,0.5161968497839262,0.5216291924672992,2
S202U,-1.0,0.0,0.0,0.9315617406186824,0.0,0.0,0.7048102298554519,1
S203U,-1.0,0.0,0.0,0.339267675410751,0.0,0.0,0.44468077387569466,1
S204U,-1.0,0.0,0.0,0.4584132600704892,0.0,0.0,0.4861092298262899,1
S205U,-1.0,0.0,0.0,0.9124866793441115,0.0,0.0,0.6859948693465096,1
S206U,-1.0,0.0,0.0,0.6497471701230079,0.0,0.0,0.551312715980846,1
S207U,-1.0,0.0,0.0,0.42864082715951657,0.0,0.0,0.4760684082785103,1
S208U,-0.8999990569896765,0.05000047150516174,1.0,0.7578929792925563,0.2725989416050392,1.0,0.5939665457274438,2
S209U,-0.9474362489067559,0.026281875546622036,0.6989700043360187,0.7069049900863271,0.23075006624148023,0.569742173380174,0.5728445728391627,2
S210U,-0.9484607106786493,0.025769644660675328,1.0,0.38922967354981153,0.22955655099801475,1.0,0.46252446239965345,2
S211U,-1.0,0.0,0.0,0.44637874721716286,0.0,0.0,0.4820649486523611,1
S212U,-0.9327784552416931,0.03361077237915344,0.6989700043360187,0.5636395317765346,0.24609043082016732,0.569742173380174,0.5213159267921211,2
S213U,-1.0,0.0,0.0,0.776500115990516,0.0,0.0,0.6023169887464039,1
S214U,-1.0,0.0,0.0,0.6612636103551025,0.0,0.0,0.5555143797477589,1
S215U,-1.0,0.0,0.0,0.5622415296854109,0.0,0.0,0.5208432642402179,1
S216U,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
S217U,-1.0,0.0,0.0,0.8320219500552712,0.0,0.0,0.6302622042316837,1
S218U,-1.0,0.0,0.0,0.7755939490197977,0.0,0.0,0.6019006164195445,1
S219U,-1.0,0.0,0.0,1.0,0.0,0.0,1.0,1
S220U,-1.0,0.0,0.0,0.7711772529833589,0.0,0.0,0.599886014555264,1
