,RT_war,prop_war_RTs,frequency_weeks,nb_mentors_prorussia,nb_mentors_proukraine,Betweenness_centrality,Closeness_centrality,PageRank
S489U,60,0.007740936653335,0.5925925925925926,5.0,0.0,0.0002338891735341,0.3419463087248322,0.0002562588612851
S457U,59,0.0042166952544311,0.6296296296296297,6.0,0.0,0.0,0.3424059139784946,0.0002633993334341
S479U,59,0.0035361102786934,0.7407407407407407,7.0,2.0,0.0136111318431857,0.4557245080500894,0.0002654520365853
S164U,58,0.0191862388355937,0.5555555555555556,4.0,0.0,0.0,0.3394403730846103,0.0002630933102429
S347U,58,0.0284035259549461,0.6296296296296297,5.0,0.0,0.0,0.3442567567567567,0.0002708089370598
S441U,58,0.0246075519728468,0.7037037037037037,7.0,0.0,0.0004802841763823,0.3454237288135593,0.0002636909206776
S149U,58,0.0017080928260101,0.5555555555555556,7.0,0.0,0.0006862659599918,0.3454237288135593,0.0002620232230097
S425U,55,0.1270207852193995,0.4444444444444444,1.0,0.0,0.0,0.3336607727570399,0.0002384262368468
S368U,55,0.0090744101633393,0.7407407407407407,7.0,0.0,0.0004802841763823,0.3454237288135593,0.0002575564432295
S114U,55,0.0601092896174863,0.8888888888888888,3.0,0.0,0.0,0.3297734627831715,0.0003108321664647
S437U,53,0.0056909696123698,0.7037037037037037,5.0,0.0,0.0,0.3347568988173456,0.0002572248676404
S286U,53,0.018589968432129,0.5925925925925926,4.0,1.0,0.0050354670959717,0.3746323529411764,0.0002650311871846
S182U,52,0.0286186020913593,0.7407407407407407,4.0,1.0,0.0,0.45818345323741,0.0002857258114192
S475U,52,0.0531154239019407,0.7037037037037037,2.0,2.0,0.0023495441913069,0.4674311926605504,0.0003371543933717
S183U,51,0.0156923076923076,0.7407407407407407,7.0,0.0,0.0002338891735341,0.3456580732700136,0.0002574350622918
S471U,51,0.0224471830985915,0.7037037037037037,6.0,0.0,0.0002401522721965,0.345189701897019,0.0002553477278072
S487U,49,0.0113715479229519,0.6666666666666666,4.0,0.0,0.0,0.3417169684775318,0.0002488297014737
S491U,48,0.0026166593981683,0.6296296296296297,4.0,4.0,0.0074548158269934,0.4829383886255924,0.000295368396221
S279U,47,0.1626297577854671,0.925925925925926,1.0,0.0,0.0,0.2843191964285714,0.0002907624034961
S428U,44,0.0029631625025254,0.5925925925925926,6.0,2.0,0.0005827824377702,0.4857006673021926,0.0002635320959691
S494U,32,0.1077441077441077,0.7037037037037037,1.0,0.0,0.0,0.2843191964285714,0.0002448995588259
S484U,27,0.0221493027071369,0.4814814814814814,2.0,2.0,0.0065530382692558,0.4857006673021926,0.0002332146483036
S511U,615,0.0208171140371661,1.0,0.0,10.0,0.0,0.3738077769625825,0.0029722239651425
S500U,531,0.0579125313556549,0.8148148148148148,0.0,9.0,0.0,0.3724415204678362,0.0026462790674786
S512U,465,0.1103988603988604,0.9629629629629628,1.0,9.0,0.0,0.4115508885298869,0.0023281582604394
S539U,420,0.1977401129943503,1.0,0.0,10.0,0.0,0.3738077769625825,0.0021101586953461
S504U,408,0.0476579838803878,0.8888888888888888,0.0,9.0,0.0012407395121204,0.3724415204678362,0.0020889505013344
S585U,394,0.0409350649350649,0.9629629629629628,0.0,9.0,1.357386104349152e-05,0.3724415204678362,0.0019504079473297
S575U,311,0.0157142135314031,0.8148148148148148,0.0,10.0,0.0002220001346075,0.3738077769625825,0.0015911901083842
S543U,309,0.0168493374775069,0.8888888888888888,4.0,9.0,0.0004728989988078,0.5009832841691249,0.0015729068452937
S522U,296,0.4038199181446112,0.5925925925925926,0.0,8.0,0.0,0.3718978102189781,0.0015401249455318
S501U,276,0.0241681260945709,0.7777777777777778,1.0,7.0,0.0,0.4815689981096408,0.0014267776654389
S556U,275,0.0315041814640852,0.7777777777777778,0.0,10.0,0.0,0.3738077769625825,0.0014341754204665
S502U,250,0.0448028673835125,0.8148148148148148,0.0,8.0,0.0,0.3729868228404099,0.001308451684244
S518U,246,0.0182655182655182,0.8888888888888888,0.0,8.0,0.0,0.3721694667640614,0.0012673347974843
S519U,226,0.0159435626102292,0.8148148148148148,0.0,6.0,0.0,0.3676046176046176,0.0011719955062873
S503U,221,0.0247037782249049,0.8148148148148148,0.0,8.0,0.0,0.3721694667640614,0.0011823182083921
S505U,218,0.0380985669346382,0.8148148148148148,0.0,8.0,0.0,0.3721694667640614,0.0011652104496813
S553U,202,0.0018058610023422,0.925925925925926,4.0,9.0,0.0156412872075071,0.489433237271854,0.0010692338094596
S506U,202,0.009302753983605,0.8888888888888888,0.0,8.0,0.0,0.3721694667640614,0.001093459671881
S514U,197,0.0216293368467281,0.925925925925926,0.0,7.0,0.0007167401394517,0.3702761627906977,0.0010418161702157
S566U,196,0.0123721752304002,0.9629629629629628,0.0,8.0,0.0,0.3729868228404099,0.0010430754172713
S560U,193,0.0113556130854318,0.5925925925925926,1.0,8.0,0.0,0.4112187247780468,0.0010361457555854
S507U,189,0.0491291915778528,0.7407407407407407,2.0,6.0,0.0049414965989021,0.4811142587346553,0.0010205150650571
S508U,189,0.1166666666666666,0.5555555555555556,0.0,5.0,0.0,0.3657573582196697,0.0010062744122332
S516U,189,0.0152002573588547,0.925925925925926,0.0,8.0,0.0,0.3721694667640614,0.0010394369114755
S525U,181,0.0384207174697516,1.0,0.0,6.0,0.0,0.3708151382823872,0.0009813925258658
S548U,179,0.006386926425462,0.8518518518518519,1.0,8.0,0.0070490541598188,0.468721251149954,0.0009668668302842
S523U,178,0.0126952428500106,0.8148148148148148,0.0,8.0,0.0,0.3729868228404099,0.0009813903796162
S621U,178,0.0235761589403973,0.9629629629629628,0.0,7.0,0.0,0.3713556851311953,0.0009720683732334
S510U,177,0.0262884301203029,0.8518518518518519,0.0,8.0,0.0,0.3721694667640614,0.0009837957179645
S535U,176,0.0510588917899622,0.8148148148148148,0.0,7.0,0.0016734903997723,0.3713556851311953,0.0009573734757915
S520U,172,0.0746203904555314,0.925925925925926,0.0,7.0,0.0016482037505025,0.3705454545454545,0.0009644851097737
S521U,170,0.2033492822966507,0.7407407407407407,0.0,7.0,0.0005433366760202,0.3702761627906977,0.0009367141432822
S538U,166,0.0763569457221711,0.925925925925926,0.0,5.0,0.0,0.3657573582196697,0.0009007311031969
S651U,164,0.0035817244692932,0.8888888888888888,0.0,7.0,0.0,0.3716265499635303,0.0008959941058496
S532U,163,0.0234094499497343,0.8888888888888888,0.0,8.0,0.0,0.3721694667640614,0.0009115942966593
S528U,160,0.037131585054537,0.7037037037037037,0.0,8.0,0.0,0.3718978102189781,0.0008953397192988
S555U,160,0.0795228628230616,0.7407407407407407,0.0,7.0,0.0,0.3702761627906977,0.0008872168396659
S564U,159,0.0536437246963562,0.8148148148148148,0.0,2.0,0.0,0.3518646408839779,0.0008647823473107
S527U,158,0.0197302697302697,0.8148148148148148,0.0,8.0,0.0,0.3721694667640614,0.000899434992292
S650U,158,0.0081755148504605,0.9629629629629628,0.0,7.0,0.0,0.3702761627906977,0.000871562367731
S531U,157,0.0591114457831325,0.8148148148148148,0.0,7.0,0.0002976510218743,0.3710852148579752,0.0008770477372939
S515U,156,0.0085766122381659,0.7777777777777778,0.0,7.0,0.0,0.3716265499635303,0.0008889690159063
S619U,153,0.0069149416975503,0.5185185185185185,0.0,8.0,0.0003145116090813,0.3718978102189781,0.0008479936581867
S666U,151,0.0046438676343953,0.7037037037037037,0.0,8.0,0.0004353052706055,0.3729868228404099,0.0008423189932311
S571U,151,0.0518188057652711,0.8148148148148148,0.0,7.0,0.0,0.3716265499635303,0.0008384678062323
S563U,150,0.0057460256655813,0.925925925925926,0.0,9.0,0.0,0.3735337243401759,0.0008449887369955
S558U,146,0.0196580045778914,0.7777777777777778,1.0,3.0,0.0,0.4018138801261829,0.0008036260453479
S636U,142,0.0087293293170221,0.8888888888888888,0.0,7.0,0.0003145116090813,0.3702761627906977,0.0007938357318745
S562U,142,0.0171725722578304,0.8148148148148148,0.0,9.0,0.0,0.3735337243401759,0.0007982097655697
S552U,141,0.0215168625057225,0.7407407407407407,0.0,9.0,0.0,0.3735337243401759,0.000802648842585
S657U,140,0.0189985072601438,0.7407407407407407,0.0,8.0,0.0,0.3721694667640614,0.0007918180908371
S582U,140,0.068359375,0.8888888888888888,0.0,7.0,0.0002976510218743,0.3713556851311953,0.0008015466696159
S599U,138,0.0315645013723696,0.8518518518518519,2.0,7.0,0.0,0.4721964782205746,0.0007538151045365
S586U,137,0.0250869804065189,0.9629629629629628,0.0,8.0,0.0,0.3729868228404099,0.0007746272404127
S568U,135,0.0732501356483993,0.7037037037037037,0.0,6.0,0.0005768855817729,0.3710852148579752,0.0007570619399244
S509U,135,0.0858232676414494,0.9629629629629628,0.0,9.0,0.0006688797727729,0.3735337243401759,0.0007788972502786
S551U,134,0.0032668584523867,0.7777777777777778,0.0,7.0,0.0,0.3710852148579752,0.0007889203523105
S607U,134,0.0098892988929889,0.5555555555555556,0.0,8.0,0.0003938312159522,0.3721694667640614,0.0007664455646091
S624U,134,0.0405323653962492,0.6296296296296297,0.0,5.0,0.0,0.3647100930565497,0.0007554425744094
S554U,134,0.0727075420510038,0.8518518518518519,0.0,5.0,0.0,0.3673395818312905,0.0007614226449833
S580U,134,0.0579584775086505,0.8518518518518519,0.0,5.0,0.0009258523468622,0.3692028985507246,0.0007535095728092
S633U,133,0.0741360089186176,0.7777777777777778,0.0,6.0,0.0,0.3697387518142235,0.0007514489360995
S557U,132,0.3492063492063492,0.7777777777777778,0.0,2.0,0.0,0.3557960893854748,0.0007417027166177
S547U,131,0.1154185022026431,0.6296296296296297,0.0,5.0,0.0,0.368135838150289,0.000757675760231
S533U,131,0.0275210084033613,0.8518518518518519,0.0,8.0,0.0,0.3718978102189781,0.0007725478256891
S658U,130,0.004631443941715,0.5925925925925926,0.0,7.0,0.0,0.3702761627906977,0.0007405995429626
S544U,129,0.0352170352170352,0.8518518518518519,0.0,8.0,0.0,0.3718978102189781,0.0007458318154727
S605U,129,0.0118056191086299,0.8148148148148148,0.0,7.0,0.0,0.3697387518142235,0.0007472137115988
S577U,128,0.1237911025145067,0.7407407407407407,0.0,7.0,0.0,0.3716265499635303,0.0007351852659999
S517U,127,0.05584872471416,0.8148148148148148,0.0,3.0,0.0,0.3343175853018372,0.0007579574521896
S597U,125,0.3602305475504322,0.6666666666666666,0.0,1.0,0.0,0.3477815699658703,0.0007095447249483
S549U,125,0.0440140845070422,0.8518518518518519,1.0,6.0,0.0021243387656834,0.494180407371484,0.000733337002995
S513U,124,0.1027340513670256,1.0,0.0,6.0,0.0006105688047784,0.3697387518142235,0.0007252947135481
S530U,123,0.0446460980036297,0.8518518518518519,0.0,8.0,0.0008248193365306,0.3721694667640614,0.0007352352427147
S561U,123,0.1447058823529411,0.6666666666666666,0.0,3.0,0.0008248193365306,0.3580463808854532,0.0007007948384641
S526U,122,0.3407821229050279,0.7407407407407407,0.0,5.0,0.0014982176576055,0.3692028985507246,0.0007316917872679
S550U,122,0.2096219931271477,0.7407407407407407,0.0,4.0,0.0,0.3652329749103942,0.0006981782424218
S588U,121,0.024070021881838,0.7407407407407407,1.0,8.0,0.0,0.4112187247780468,0.0007029958646076
S613U,121,0.0312580728493929,0.7037037037037037,0.0,7.0,0.0,0.3713556851311953,0.0007105632565066
S573U,120,0.0433996383363472,0.8888888888888888,0.0,7.0,0.0,0.3716265499635303,0.0007084218358742
S578U,120,0.0178944229048613,0.7777777777777778,0.0,9.0,0.0,0.3735337243401759,0.0007081119056079
S540U,120,0.0170357751277683,0.7407407407407407,1.0,8.0,0.0015404632079179,0.4820245979186376,0.0007166765480235
S662U,119,0.0033625317886408,0.7037037037037037,0.0,8.0,0.0004418105465266,0.3718978102189781,0.0006910597429211
S831U,117,0.0579207920792079,0.6666666666666666,0.0,6.0,0.0,0.3684020245842371,0.0006831540973304
S664U,116,0.0210068815646504,0.8148148148148148,0.0,8.0,0.0,0.3721694667640614,0.0006796534373564
S737U,115,0.0535132619823173,0.7407407407407407,0.0,5.0,0.0,0.3605803255484784,0.0006696782349729
S699U,115,0.0025562372188139,0.6666666666666666,0.0,8.0,0.0,0.3721694667640614,0.0006758986389653
S537U,115,0.2113970588235294,0.8148148148148148,1.0,3.0,0.0,0.3610914245216158,0.0006972452771014
S981U,114,0.0070054691820807,0.6296296296296297,2.0,7.0,0.0012388117205507,0.4824810606060606,0.0006673572539371
S660U,114,0.0037105751391465,0.8518518518518519,0.0,9.0,0.0004353052706055,0.3735337243401759,0.0006735110437463
S804U,113,0.0014658572021585,0.5925925925925926,1.0,6.0,0.0010878463322286,0.4396031061259706,0.0006628192317946
S705U,113,0.0145225549415242,0.6296296296296297,0.0,6.0,0.0002976510218743,0.3673395818312905,0.0006631925539517
S569U,113,0.0461036311709506,0.7407407407407407,0.0,6.0,0.0,0.3697387518142235,0.0006722292139748
S610U,112,0.0243161094224924,0.8888888888888888,0.0,8.0,0.0,0.3718978102189781,0.0006655978479204
S572U,111,0.0099631989947042,0.9629629629629628,0.0,4.0,0.0,0.3673395818312905,0.0006650071720171
S733U,111,0.0046793980017705,0.8148148148148148,0.0,7.0,0.0,0.3702761627906977,0.0006555358056206
S720U,109,0.0116552609067579,0.7407407407407407,0.0,8.0,0.0,0.3729868228404099,0.0006529754381421
S647U,108,0.0870265914585012,0.8888888888888888,0.0,4.0,0.0,0.3588028169014085,0.0006377702675622
S798U,108,0.0098057018340294,0.7037037037037037,0.0,7.0,0.0004418105465266,0.3702761627906977,0.0006432021905663
S778U,107,0.0073458739530413,0.8148148148148148,0.0,9.0,0.0011436480956391,0.3735337243401759,0.0006410854771786
S641U,107,0.0040222539658672,0.7037037037037037,0.0,7.0,0.0005768855817729,0.368135838150289,0.0006415524270417
S769U,107,0.0060075234405704,0.8518518518518519,0.0,8.0,0.0003938312159522,0.3721694667640614,0.0006357085989624
S622U,106,0.0341165111039588,0.8888888888888888,0.0,8.0,0.0002976510218743,0.3718978102189781,0.0006361972573759
S661U,106,0.0503562945368171,0.6666666666666666,0.0,7.0,0.0011444848453679,0.3702761627906977,0.0006288310721556
S773U,106,0.0097930524759793,0.8518518518518519,2.0,6.0,0.0005606695734686,0.4743947858472998,0.0006105337934689
S524U,106,0.1294261294261294,0.8888888888888888,0.0,7.0,0.0,0.3716265499635303,0.0006430386342148
S604U,106,0.0038960561620171,0.9629629629629628,0.0,7.0,0.0,0.367870036101083,0.0006450011477131
S545U,106,0.0654725138974675,1.0,0.0,5.0,0.0,0.368135838150289,0.0006377482373747
S721U,105,0.0051887724846807,0.7777777777777778,0.0,7.0,0.0,0.3697387518142235,0.0006316452753868
S536U,105,0.1099476439790576,0.8148148148148148,0.0,6.0,0.0,0.3697387518142235,0.0006481366497329
S587U,105,0.1557863501483679,0.7407407407407407,0.0,2.0,0.0,0.3557960893854748,0.0006210841368311
S626U,104,0.0086421804886155,0.7037037037037037,0.0,8.0,0.0,0.3729868228404099,0.0006374741706486
S567U,103,0.0146182231053079,0.7777777777777778,0.0,7.0,0.0,0.3710852148579752,0.000629744754828
S972U,103,0.0635410240592227,0.6666666666666666,0.0,7.0,0.0013162442981167,0.3713556851311953,0.0006172828412697
S542U,102,0.027062881400902,0.8148148148148148,0.0,7.0,0.0017438134363305,0.3702761627906977,0.0006210421412841
S898U,101,0.0238039123261843,0.8148148148148148,0.0,6.0,0.0,0.3662832494608195,0.000608947733057
S581U,100,0.0221827861579414,0.6666666666666666,1.0,3.0,0.0,0.3762924667651403,0.0005853629307337
S584U,100,0.0153209744139727,0.8518518518518519,1.0,8.0,0.0,0.4112187247780468,0.0006155302219144
S656U,100,0.0947867298578199,0.4814814814814814,0.0,6.0,0.0,0.3697387518142235,0.0006029290776243
S576U,100,0.0093327111525898,0.7777777777777778,0.0,6.0,0.0,0.3684020245842371,0.0006039034529807
S589U,100,0.00820008200082,0.5925925925925926,2.0,7.0,0.0066178977888603,0.49755859375,0.0006026587963611
S603U,100,0.0297353553374962,0.7407407407407407,0.0,7.0,0.0018960528441886,0.3716265499635303,0.0006101587570891
S541U,99,0.0853448275862069,0.8148148148148148,0.0,3.0,0.0,0.3343175853018372,0.0006227208540183
S616U,98,0.0360294117647058,0.925925925925926,0.0,8.0,0.0005768855817729,0.3721694667640614,0.0005994275045721
S534U,98,0.0907407407407407,0.7407407407407407,0.0,6.0,0.0,0.3700072621641249,0.0006156068179667
S768U,97,0.0191548183254344,0.6666666666666666,0.0,7.0,0.0010775223334772,0.3716265499635303,0.0005933363100778
S752U,96,0.0058188871378348,0.5925925925925926,0.0,6.0,0.0,0.3673395818312905,0.0005878812322449
S643U,95,0.0048665539675221,0.8148148148148148,1.0,7.0,0.006866585271374,0.4046862589356632,0.0005823896673712
S706U,95,0.20042194092827,0.6666666666666666,0.0,5.0,0.0,0.3657573582196697,0.0005773105117161
S596U,95,0.0323679727427597,0.6666666666666666,0.0,7.0,0.0,0.3689355539464156,0.0005863128388843
S565U,94,0.0215448086179234,0.8148148148148148,4.0,6.0,0.0103146580146721,0.4990205680705191,0.0005764388863354
S675U,94,0.0051075853075418,0.5925925925925926,0.0,8.0,0.0022768951430806,0.3702761627906977,0.0005800645426221
S663U,94,0.0034054269463464,0.7777777777777778,0.0,8.0,0.0,0.3721694667640614,0.0005784442361052
S598U,93,0.0175936435868331,0.8518518518518519,0.0,6.0,0.0,0.3477815699658703,0.0005868401875259
S688U,93,0.0044797687861271,0.5925925925925926,0.0,7.0,0.0002976510218743,0.3702761627906977,0.0005733451532075
S609U,93,0.0372446936323588,0.7037037037037037,0.0,6.0,0.0003870325602502,0.3697387518142235,0.0005692474787568
S679U,93,0.0171396977515665,0.8148148148148148,4.0,4.0,0.0038196297853833,0.4951409135082604,0.0005479013800568
S634U,92,0.0612924716855429,0.7777777777777778,0.0,4.0,0.0,0.3652329749103942,0.0005651223134449
S593U,92,0.0353710111495578,0.6666666666666666,0.0,9.0,0.0,0.3735337243401759,0.0005705365414729
S570U,92,0.0233088421586014,0.8518518518518519,0.0,8.0,0.0,0.3718978102189781,0.0005776579484934
S668U,91,0.002399282851719,0.7037037037037037,1.0,7.0,0.0010857253227895,0.3859848484848485,0.0005627757120195
S736U,91,0.0372035977105478,0.7777777777777778,0.0,5.0,0.0,0.3605803255484784,0.0005605838930162
S574U,90,0.0184350675952478,0.8888888888888888,0.0,6.0,0.0,0.3700072621641249,0.0005722501470487
S840U,90,0.1071428571428571,0.7777777777777778,0.0,5.0,0.0,0.3657573582196697,0.0005571748719228
S718U,89,0.172147001934236,0.5925925925925926,0.0,5.0,0.0006105688047784,0.3692028985507246,0.0005496986568131
S529U,89,0.0309780717020536,0.8518518518518519,0.0,4.0,0.0003938312159522,0.3358602504943968,0.0005745178083053
S857U,89,0.0028972297275301,0.7407407407407407,0.0,8.0,0.0,0.3721694667640614,0.0005588664680825
S655U,89,0.0294117647058823,0.5555555555555556,0.0,6.0,0.0003870325602502,0.3697387518142235,0.0005533719534209
S645U,88,0.0068370755963017,0.6666666666666666,0.0,6.0,0.0,0.3708151382823872,0.0005524332104044
S630U,88,0.0331075996990218,0.4814814814814814,0.0,5.0,0.0006105688047784,0.3657573582196697,0.0005450488238636
S731U,88,0.0704,0.5555555555555556,0.0,6.0,0.0,0.3710852148579752,0.0005467311625529
S625U,87,0.0612676056338028,0.6296296296296297,0.0,5.0,0.0,0.3647100930565497,0.0005442538312446
S623U,87,0.0293423271500843,0.7777777777777778,0.0,6.0,0.0,0.3700072621641249,0.0005540836097853
S856U,86,0.0044350471868392,0.2962962962962963,1.0,8.0,0.0056500878138791,0.4108870967741935,0.0005422835820286
S764U,86,0.0410893454371715,0.4814814814814814,0.0,6.0,0.0,0.3697387518142235,0.0005412915045679
S710U,86,0.0236069173757891,0.8148148148148148,0.0,7.0,0.0,0.3713556851311953,0.0005508800767327
S901U,86,0.0150824272185198,0.8148148148148148,0.0,4.0,0.0,0.3673395818312905,0.0005403993483836
S671U,86,0.02202304737516,0.7037037037037037,0.0,5.0,0.0003870325602502,0.367870036101083,0.0005398079097692
S611U,86,0.0319821494979546,0.6666666666666666,0.0,6.0,0.0,0.3697387518142235,0.000539373600825
S786U,85,0.0046759819562108,0.8148148148148148,0.0,8.0,0.0031747408203682,0.3729868228404099,0.0005394975583518
S639U,85,0.0078565486643867,0.8148148148148148,0.0,8.0,0.0005768855817729,0.3729868228404099,0.0005460584308213
S793U,85,0.0046173067521321,0.6296296296296297,0.0,8.0,0.0003145116090813,0.3729868228404099,0.0005358500032273
S546U,85,0.0186567164179104,0.4444444444444444,0.0,5.0,0.0004294353860167,0.3647100930565497,0.0005535338881232
S734U,85,0.0059052382937335,0.6296296296296297,0.0,7.0,0.0,0.3689355539464156,0.0005431430995166
S748U,85,0.031055900621118,0.7037037037037037,0.0,9.0,0.0004353052706055,0.3735337243401759,0.0005423027292983
S828U,85,0.0525339925834363,0.5185185185185185,0.0,5.0,0.0,0.3692028985507246,0.0005357259861996
S785U,85,0.0210970464135021,0.8148148148148148,0.0,5.0,0.0,0.367870036101083,0.0005383027509961
S943U,85,0.001800008470628,0.7407407407407407,0.0,6.0,0.0,0.3673395818312905,0.0005448017297706
S719U,85,0.0129120461795533,0.7037037037037037,0.0,7.0,0.0,0.3689355539464156,0.0005394410525801
S776U,84,0.0036410923276983,0.7407407407407407,0.0,5.0,0.0,0.3657573582196697,0.0005280980360527
S797U,84,0.001670212554431,0.7037037037037037,0.0,9.0,0.0,0.3735337243401759,0.0005407673492281
S669U,84,0.0101302460202604,0.6666666666666666,0.0,7.0,0.0,0.3713556851311953,0.0005342506857626
S684U,84,0.0071893187264635,0.7777777777777778,0.0,8.0,0.0,0.3729868228404099,0.0005330855539302
S590U,84,0.0305121685434071,0.7037037037037037,0.0,9.0,0.0021863762421213,0.3735337243401759,0.0005439621195204
S637U,84,0.0317100792751981,0.7037037037037037,0.0,6.0,0.0004418105465266,0.3662832494608195,0.0005271780271551
S826U,83,0.0024623234840393,0.7407407407407407,0.0,7.0,0.0,0.3702761627906977,0.0005280060483719
S595U,83,0.0195432069696256,0.6666666666666666,1.0,2.0,0.0,0.3628917378917379,0.000537967410269
S980U,82,0.0279196458971739,0.7037037037037037,0.0,8.0,0.0,0.3718978102189781,0.0005322856896731
S890U,82,0.0236243157591472,0.6296296296296297,1.0,3.0,0.0,0.4824810606060606,0.000515168342676
S715U,82,0.0201177625122669,0.7037037037037037,0.0,7.0,0.0,0.3689355539464156,0.0005231286230958
S868U,82,0.0067279291106005,0.6296296296296297,0.0,6.0,0.0,0.3697387518142235,0.0005249979251633
S816U,82,0.448087431693989,0.6666666666666666,0.0,2.0,0.0,0.3582981715893108,0.0005163524648472
S653U,81,0.0434782608695652,0.7407407407407407,0.0,9.0,0.0020274658255301,0.3735337243401759,0.0005195633248308
S648U,81,0.0198821796759941,0.8148148148148148,0.0,7.0,0.000631560715992,0.3713556851311953,0.000522786248523
S652U,80,0.0465116279069767,0.6666666666666666,0.0,6.0,0.0,0.3697387518142235,0.000512454870769
S682U,80,0.0518806744487678,0.7777777777777778,0.0,6.0,0.0,0.3697387518142235,0.0005172555012764
S665U,80,0.0774443368828654,0.6666666666666666,0.0,8.0,0.0,0.3721694667640614,0.0005191125703065
S614U,80,0.0123571207908557,0.8148148148148148,0.0,6.0,0.001520332905118,0.3697387518142235,0.0005292196626718
S716U,79,0.0057626376832737,0.7777777777777778,0.0,5.0,0.0,0.3668106551475882,0.0005103038239535
S935U,79,0.0020450956535245,0.6666666666666666,0.0,9.0,0.0,0.3735337243401759,0.0005128114586003
S689U,79,0.2212885154061624,0.6666666666666666,0.0,7.0,0.0016734903997723,0.3713556851311953,0.0005060113280302
S592U,79,0.1567460317460317,0.6666666666666666,0.0,3.0,0.0,0.3634094151212553,0.0005133556223598
S867U,79,0.025451030927835,0.6296296296296297,0.0,3.0,0.0,0.3634094151212553,0.0005034850837951
S644U,79,0.2714776632302405,0.7037037037037037,0.0,2.0,0.0,0.3582981715893108,0.0005028528032131
S885U,79,0.0014725893339795,0.7037037037037037,1.0,6.0,0.0054609713576191,0.4076,0.0005080677198452
S740U,78,0.0474452554744525,0.6666666666666666,1.0,3.0,0.0,0.4695852534562212,0.0004952556610639
S783U,78,0.0081411126187245,0.6666666666666666,0.0,6.0,0.0,0.3684020245842371,0.0005043503404662
S704U,78,0.0297596337275848,0.8148148148148148,0.0,6.0,0.0,0.3697387518142235,0.000504401361678
S759U,78,0.046875,0.7407407407407407,0.0,3.0,0.0,0.3605803255484784,0.0005055768600094
S642U,78,0.1497120921305182,0.6666666666666666,0.0,4.0,0.0,0.3673395818312905,0.0005047699533324
S847U,78,0.063055780113177,0.5555555555555556,0.0,5.0,0.0009258523468622,0.3692028985507246,0.0005045144938023
S859U,77,0.1334488734835355,0.7777777777777778,0.0,7.0,0.0004294353860167,0.3705454545454545,0.0005050688575712
S841U,76,0.0144955178333015,0.7407407407407407,0.0,6.0,0.0,0.3689355539464156,0.0004978180997749
S754U,76,0.0026016705463508,0.6666666666666666,0.0,7.0,0.0013162442981167,0.3713556851311953,0.0004952974402219
S723U,76,0.0376984126984126,0.6666666666666666,0.0,8.0,0.0038650162862391,0.3721694667640614,0.0004944324987595
S627U,76,0.0126708902967655,0.6296296296296297,0.0,4.0,0.0,0.3649713467048711,0.0004914430301743
S889U,76,0.1200631911532385,0.7407407407407407,0.0,2.0,0.0,0.3557960893854748,0.0004968458290063
S709U,76,0.0109007458405048,0.7407407407407407,0.0,8.0,0.0,0.3718978102189781,0.0004989968768923
S714U,76,0.0352177942539388,0.7407407407407407,0.0,5.0,0.0,0.3657573582196697,0.0004907780699469
S763U,75,0.0132019010737546,0.5925925925925926,5.0,1.0,0.0,0.4793038570084666,0.0004101679815937
S680U,75,0.0633445945945946,0.8148148148148148,0.0,6.0,0.0,0.3673395818312905,0.0004938445680174
S802U,75,0.0748502994011976,0.4814814814814814,0.0,6.0,0.000631560715992,0.3708151382823872,0.000490151585378
S777U,75,0.0081212777476989,0.6666666666666666,0.0,5.0,0.0,0.3600706713780919,0.000488363179236
S591U,74,0.0182086614173228,0.7037037037037037,2.0,5.0,0.0147748829769593,0.4956225680933852,0.0004915828676974
S842U,74,0.0156514382402707,0.6666666666666666,0.0,8.0,0.0,0.3729868228404099,0.0004953887024251
S860U,74,0.0111395453861207,0.7777777777777778,0.0,3.0,0.0,0.3634094151212553,0.0004821934132532
S978U,74,0.0102635228848821,0.7407407407407407,0.0,8.0,0.002007211016022,0.3721694667640614,0.0004892523989262
S855U,74,0.02026286966046,0.7037037037037037,0.0,7.0,0.0,0.3689355539464156,0.0004835384203313
S789U,74,0.1973333333333333,0.5925925925925926,1.0,4.0,0.0,0.4636032757051865,0.0004813425563561
S726U,73,0.0085071669968535,0.7037037037037037,0.0,8.0,0.0,0.3721694667640614,0.0004834693757354
S608U,73,0.1083086053412463,0.7407407407407407,0.0,7.0,0.0002976510218743,0.3710852148579752,0.0004944854894146
S698U,73,0.0024574160102336,0.6296296296296297,0.0,6.0,0.0,0.3662832494608195,0.0004833925010419
S838U,73,0.0030010277492291,0.6666666666666666,0.0,7.0,0.0004353052706055,0.3697387518142235,0.0004821580514148
S691U,73,0.001224051779067,0.5925925925925926,1.0,9.0,0.0112050591423774,0.4691528545119705,0.0004863520478056
S702U,73,0.1019553072625698,0.6666666666666666,0.0,5.0,0.0006400407366284,0.3657573582196697,0.0004777413009015
S629U,72,0.0242833052276559,0.6666666666666666,0.0,5.0,0.0,0.3657573582196697,0.000475081459787
S559U,72,0.2016806722689075,0.7407407407407407,0.0,3.0,0.0,0.3634094151212553,0.0004915593786729
S703U,72,0.0104121475054229,0.5555555555555556,1.0,5.0,0.0006275713427525,0.3842383107088989,0.0004719799477933
S654U,72,0.0215439856373429,0.8148148148148148,0.0,7.0,0.0,0.3713556851311953,0.0004766619015693
